mode,m_norm,beta_norm,power,t_hh,t_lh,t_hc,t_lc,hourly_profit,eff_com,eff_exp,mass_norm,vio_choke,vio_surge,vio_beta,day,date,hour,global_hour,hour_of_day
idle,0.0,0.0,0.0,1009.1602688544007,765.0642056488588,309.565850761166,239.9470641533198,0.0,,,0.0,0,0,0,7,Day_7,144,144,0
idle,0.0,0.0,0.0,1009.0891678275152,765.0175142282939,309.5647091760899,239.95288444690448,0.0,,,0.0,0,0,0,7,Day_7,145,145,1
idle,0.0,0.0,0.0,1009.0180739107325,764.970827476871,309.56356770517226,239.9587041584598,0.0,,,0.0,0,0,0,7,Day_7,146,146,2
idle,0.0,0.0,0.0,1008.9469871033414,764.9241453941233,309.56242634840174,239.96452328804398,0.0,,,0.0,0,0,0,7,Day_7,147,147,3
idle,0.0,0.0,0.0,1008.875907404631,764.8774679795839,309.5612851057669,239.9703418357152,0.0,,,0.0,0,0,0,7,Day_7,148,148,4
idle,0.0,0.0,0.0,1008.8048348138906,764.8307952327859,309.5601439772563,239.97615980153165,0.0,,,0.0,0,0,0,7,Day_7,149,149,5
char,1.0,1.0040104279682383,-329.77708539489754,1010.2663520746869,764.7841271532626,309.5590029628586,239.8649904021623,-7340.326766408057,0.869976850859395,0.9299707839333392,1.0,0,0,0,7,Day_7,150,150,6
char,1.0,1.0040624138444132,-329.785816405244,1010.2126231330251,764.7374637405472,309.55786206256226,239.86562963714124,-4145.5923922711045,0.8699762518285441,0.9299700267511787,2.0,0,0,0,7,Day_7,151,151,7
char,1.0,1.0041143995795212,-329.7945494021231,1010.158899359959,764.6908049941732,309.556721276356,239.8662691580147,-4615.036092132008,0.8699756452621698,0.929969260021416,3.0,0,0,0,7,Day_7,152,152,8
char,1.0,1.0041663851687677,-329.80328438066147,1010.1051807542389,764.6441509136737,309.55558060422834,239.86690896479485,-4644.461348356353,0.8699750311650926,0.929968483749585,4.0,0,0,0,7,Day_7,153,153,9
char,1.0,1.0042183706086647,-329.8120213369288,1010.0514673147461,764.5975014985823,309.5544400461679,239.86754905747284,-4623.456628630883,0.869974409542007,0.9299676979411313,5.0,0,0,0,7,Day_7,154,154,10
char,1.0,1.004270355895194,-329.8207602665981,1009.997759040339,764.5508567484325,309.55329960216324,239.8681894360432,-5080.143416988741,0.8699737803976831,0.9299669026015512,6.0,0,0,0,7,Day_7,155,155,11
char,1.0,1.0043223410235145,-329.82950116472847,1009.9440559298083,764.5042166627576,309.552159272203,239.8688301005107,-5051.724710854179,0.8699731437370039,0.9299660977364194,7.0,0,0,0,7,Day_7,156,156,12
char,1.0,1.004374325989887,-329.8382440271755,1009.8903579819892,764.4575812410912,309.5510190562758,239.8694710508728,-5509.199133660025,0.8699724995647444,0.9299652833512343,8.0,0,0,0,7,Day_7,157,157,13
char,0.662508662508662,1.004706472094025,-218.58243772269083,1009.9798336138957,764.4109504829671,309.5498789543701,239.81839491972457,-5167.25822622313,0.8699521832212308,0.9299593683032258,8.662508662508662,0,0,0,7,Day_7,158,158,14
idle,0.0,0.0,0.0,1009.9086506305343,764.3643243879188,309.5487389664747,239.82422808023261,0.0,,,8.662508662508662,0,0,0,7,Day_7,159,159,15
idle,0.0,0.0,0.0,1009.8374747654713,764.3177029554801,309.547599092578,239.8300606574246,0.0,,,8.662508662508662,0,0,0,7,Day_7,160,160,16
dis,1.0,1.0008494415209903,230.01513149632683,1009.7663060179947,765.6854730923318,309.574320441866,239.83589265135888,10345.47337475763,0.8699883217850092,0.9299981339727801,7.662508662508662,0,0,0,7,Day_7,161,161,17
dis,1.0,1.0008173598110288,229.9778737868948,1009.6951443873929,765.6394667851552,309.57353824124186,239.84172406209376,13206.780673227095,0.8699881960953958,0.9299981841441278,6.662508662508662,0,0,0,7,Day_7,162,162,18
dis,1.0,1.000785279894545,229.94061965593053,1009.6239898729542,765.5934652267932,309.57275609640936,239.84755488968756,11404.302829107879,0.8699880696249372,0.9299982304413771,5.662508662508662,0,0,0,7,Day_7,163,163,19
dis,1.0,1.0007532017727925,229.90336910344797,1009.552842473967,765.5474684166622,309.5719740073664,239.85338513419862,10351.916476463228,0.869987942374089,0.9299982728641626,4.662508662508662,0,0,0,7,Day_7,164,164,20
dis,0.331254331254331,1.0043772764276258,77.41453000364267,1009.4817021897196,765.6053652387088,309.1880987329207,239.8592147956852,3421.956792186917,0.8699940270060063,0.929969858597805,4.331254331254331,0,0,0,7,Day_7,165,165,21
idle,0.0,0.0,0.0,1009.4105690195006,765.558619702185,309.1869949230474,239.86504387420564,0.0,,,4.331254331254331,0,0,0,7,Day_7,166,166,22
idle,0.0,0.0,0.0,1009.3394429625987,765.5118788402148,309.1858912235551,239.87087236981824,0.0,,,4.331254331254331,0,0,0,7,Day_7,167,167,23
