power_char_0,power_dis_0,duration,beta_char_0,beta_dis_0,t1_char_0,t2_char_0,t3_char_0,t4_char_0,t5_char_0,t6_char_0,t7_char_0,t8_char_0,t1_dis_0,t2_dis_0,t3_dis_0,t4_dis_0,t5_dis_0,t6_dis_0,t7_dis_0,t9_dis_0,t12_dis_0,t_com_char_0,t_exp_char_0,t_com_dis_0,t_exp_dis_0,p_com_char_0,p_exp_char_0,p_com_dis_0,p_exp_dis_0,t_hh_0,t_lh_0,t_hc_0,t_lc_0,m_0,mass_max,n_0,rte_0,eff_hs,eff_re,eff_hr,eff_cs
337.64810590080845,236.87,8.443449993667413,1.859746932866164,2.1021738680997384,785.8873822093046,1040.3393834957758,795.6349320337939,318.00499063381847,300.1458987369711,238.79815014832278,308.2574408093292,240.21568669242495,750.2179077722042,985.9606165075679,741.2561650756792,302.1307729459569,337.7503104232011,241.6332232714261,311.0925156424818,309.6749790634807,768.4455485681112,785.8873822093046,300.1458987369711,241.6332232714261,985.9606165075679,0.537707567802702,1,0.47569804533054666,1,1013.15,768.4455485681112,309.6749790634807,240.21568669242495,331.8496410281694,10087041.057976188,1,0.701529183372898,0.9,0.98,0.8994762186605324,0.98
