Date,Time,LMP ($/MWh),SRP ($/MWh)
10/05/2024,16,45.08156,0.14
10/05/2024,17,52.4947,0.26923
10/05/2024,18,39.41976,4.5074
10/05/2024,19,73.45423,30
10/05/2024,20,52.25066,8.86
10/05/2024,21,59.86444,0.75
10/05/2024,22,66.68007,2.0452
10/05/2024,23,63.11036,1
10/05/2024,24,56.63869,1
10/06/2024,1,53.62503,1
10/06/2024,2,50.77515,0.5
10/06/2024,3,49.74727,0.5
10/06/2024,4,49.68052,0.5
10/06/2024,5,49.19368,0.5
10/06/2024,6,48.85627,0.5
10/06/2024,7,49.46302,0.75
10/06/2024,8,47.27976,0.75
10/06/2024,9,30.24321,0.14
10/06/2024,10,23.14003,0.14
10/06/2024,11,23.13079,0.14
10/06/2024,12,23.57637,0.14
10/06/2024,13,26.3163,0.14
10/06/2024,14,29.9822,0.14
10/06/2024,15,37.99553,0.14
10/06/2024,16,45.28241,0.14
10/06/2024,17,57.08425,0.53
10/06/2024,18,68.94151,7.40198
10/06/2024,19,140.37311,63.87645
10/06/2024,20,74.27516,7.67875
10/06/2024,21,75.81883,1.38752
10/06/2024,22,73.25142,3
10/06/2024,23,68.93971,3
10/06/2024,24,58.66896,1
10/07/2024,1,32.85727,0.14
10/07/2024,2,41.15201,0.14
10/07/2024,3,41.70867,0.14
10/07/2024,4,41.7731,0.14
10/07/2024,5,41.36634,0.14
10/07/2024,6,39.65325,0.14
10/07/2024,7,48.10117,0.75
10/07/2024,8,42.63625,1
10/07/2024,9,39.84515,0.5
10/07/2024,10,34.11214,0.14
10/07/2024,11,32.86376,0.14
10/07/2024,12,32.95795,0.14
10/07/2024,13,33.22758,0.14
10/07/2024,14,36.12529,0.14
10/07/2024,15,25.94676,0.14
10/07/2024,16,39.404,0.14
10/07/2024,17,60.53752,1
10/07/2024,18,97.72585,46.02116
10/07/2024,19,154.8303,88.93554
10/07/2024,20,80.91594,17.32135
10/07/2024,21,67.433,3
10/07/2024,22,70.54166,6.02
10/07/2024,23,49.12496,1
10/07/2024,24,42.41484,1
10/08/2024,1,36.53322,0.75
10/08/2024,2,28.91218,0.14
10/08/2024,3,30,0.14
10/08/2024,4,29.98215,0.14
10/08/2024,5,30.03117,0.14
10/08/2024,6,31.04343,0.14
10/08/2024,7,44.89338,1
10/08/2024,8,38.09277,1
10/08/2024,9,25.7641,0.27624
10/08/2024,10,21.49868,0.14
10/08/2024,11,5.27627,0.14
10/08/2024,12,16.35594,0.14
10/08/2024,13,16.50194,0.14
10/08/2024,14,18.8886,0.14
10/08/2024,15,20.19856,0.14
10/08/2024,16,36.80651,0.14
10/08/2024,17,45.87677,0.52896
10/08/2024,18,64.16007,6.02
10/08/2024,19,98.86413,34.66827
10/08/2024,20,64.73179,6.41077
10/08/2024,21,53.0241,1
10/08/2024,22,52.33134,1
10/08/2024,23,41.55488,1
10/08/2024,24,36.25365,1
10/09/2024,1,53.25376,0.75
10/09/2024,2,49.67044,0.14
10/09/2024,3,49.61174,0.14
10/09/2024,4,48.95225,0.14
10/09/2024,5,49.40586,0.14
10/09/2024,6,54.06373,0.14
10/09/2024,7,60.15589,1
10/09/2024,8,54.79831,1
10/09/2024,9,39.03901,0.36092
10/09/2024,10,25.50584,0.14
10/09/2024,11,22.47924,0.14
10/09/2024,12,24.37674,0.14
10/09/2024,13,23.35535,0.14
10/09/2024,14,24.5295,0.14
10/09/2024,15,28.22086,0.14
10/09/2024,16,40.77847,0.14
10/09/2024,17,57.76713,0.14
10/09/2024,18,85.21355,13.69
10/09/2024,19,109.9621,39.1555
10/09/2024,20,79.2677,9.27526
10/09/2024,21,69.42525,1.01895
10/09/2024,22,68.94906,2.1435
10/09/2024,23,66.1508,5.39
10/09/2024,24,59.08698,1.4
10/10/2024,1,48.82316,0.91591
10/10/2024,2,47.97346,0.14
10/10/2024,3,47.19857,0.14
10/10/2024,4,47.08663,0.14
10/10/2024,5,47.60805,0.14
10/10/2024,6,51.96225,0.14
10/10/2024,7,59.73384,1
10/10/2024,8,57.37278,1
10/10/2024,9,40.98704,0.14
10/10/2024,10,28.91351,0.14
10/10/2024,11,28.1237,0.14
10/10/2024,12,28.29345,0.14
10/10/2024,13,30.47318,0.14
10/10/2024,14,32.06077,0.14
10/10/2024,15,33.69486,0.14
10/10/2024,16,46.18817,0.14
10/10/2024,17,59.24107,0.14
10/10/2024,18,80.84586,12.71815
10/10/2024,19,84.34296,17.65861
10/10/2024,20,68.62018,2.93067
10/10/2024,21,65.50984,1
10/10/2024,22,64.37637,1
10/10/2024,23,57.66959,1
10/10/2024,24,51.14423,1
10/11/2024,1,45.80599,0.14
10/11/2024,2,44.10774,0.14
10/11/2024,3,43.45655,0.14
10/11/2024,4,43.29973,0.14
10/11/2024,5,44.10325,0.14
10/11/2024,6,45.90869,0.14
10/11/2024,7,53.09114,0.75
10/11/2024,8,50.1829,0.75
10/11/2024,9,40.05304,0.14
10/11/2024,10,32.18437,0.14
10/11/2024,11,32.1897,0.14
10/11/2024,12,32.01514,0.14
10/11/2024,13,30.12082,0.14
10/11/2024,14,28.03876,0.14
10/11/2024,15,32.17447,0.14
10/11/2024,16,37.72344,0.14
10/11/2024,17,46.00621,0.14
10/11/2024,18,60.38927,1
10/11/2024,19,62.30123,1
10/11/2024,20,56.77294,1
10/11/2024,21,55.24237,0.14
10/11/2024,22,54.34704,0.75
10/11/2024,23,50.99655,0.75
10/11/2024,24,46.76351,0.75
10/12/2024,1,45.13186,0.45
10/12/2024,2,44.80508,0.45
10/12/2024,3,44.27249,0.14
10/12/2024,4,40.84333,0.14
10/12/2024,5,42.50648,0.14
10/12/2024,6,43.16999,0.14
10/12/2024,7,45.40758,0.45
10/12/2024,8,35.02757,0.45
10/12/2024,9,13.00061,0.45
10/12/2024,10,-0.77784,0.14
10/12/2024,11,-3.07211,0.14
10/12/2024,12,-2.89359,0.14
10/12/2024,13,-0.56,0.14
10/12/2024,14,-0.33307,0.14
10/12/2024,15,1.01743,0.14
10/12/2024,16,4.09702,0.14
10/12/2024,17,26.38745,0.14
10/12/2024,18,46.47814,0.37779
10/12/2024,19,50.42218,1
10/12/2024,20,48.90507,1
10/12/2024,21,47.12908,0.73719
10/12/2024,22,45.88852,0.45
10/12/2024,23,44.76591,0.75
10/12/2024,24,38.13555,0.75
10/13/2024,1,39.87904,0.45
10/13/2024,2,38.97883,0.14
10/13/2024,3,38.87492,0.14
10/13/2024,4,37.74351,0.14
10/13/2024,5,38.82575,0.14
10/13/2024,6,38.7926,0.14
10/13/2024,7,40.85339,0.45
10/13/2024,8,31.86582,0.45
10/13/2024,9,-0.6177,0.45
10/13/2024,10,-7.38853,0.14
10/13/2024,11,-7.38947,0.14
10/13/2024,12,-7.22549,0.14
10/13/2024,13,-6.68949,0.14
10/13/2024,14,-6.96234,0.14
10/13/2024,15,-5.71395,0.14
10/13/2024,16,-5.90057,0.14
10/13/2024,17,21.15116,0.14
10/13/2024,18,47.37836,0.45
10/13/2024,19,52.09349,1
10/13/2024,20,49.64872,0.75
10/13/2024,21,47.97828,0.66492
10/13/2024,22,45.60406,0.57193
10/13/2024,23,44.90242,0.75
10/13/2024,24,42.96686,0.75
10/14/2024,1,40.68958,0.14
10/14/2024,2,39.11732,0.14
10/14/2024,3,39.11759,0.14
10/14/2024,4,39.16264,0.14
10/14/2024,5,40.53109,0.14
10/14/2024,6,45.18204,0.14
10/14/2024,7,46.31216,0.5
10/14/2024,8,46.82653,1.5
10/14/2024,9,20.70387,0.5
10/14/2024,10,7.47374,0.45
10/14/2024,11,7.88065,0.14
10/14/2024,12,7.31458,0.14
10/14/2024,13,7.42522,0.14
10/14/2024,14,4.95238,0.14
10/14/2024,15,5.21633,0.14
10/14/2024,16,4.6504,0.14
10/14/2024,17,19.77556,0.14
10/14/2024,18,52.46261,0.86438
10/14/2024,19,54.17886,1
10/14/2024,20,51.89928,1.06572
10/14/2024,21,48.49464,0.45
10/14/2024,22,46.90208,0.75
10/14/2024,23,46.28222,0.75
10/14/2024,24,44.70633,0.75
10/15/2024,1,45.17386,0.14
10/15/2024,2,44.84191,0.14
10/15/2024,3,44.74128,0.14
10/15/2024,4,44.51812,0.14
10/15/2024,5,44.94202,0.14
10/15/2024,6,45.67328,0.14
10/15/2024,7,53.52306,0.45
10/15/2024,8,52.77027,0.75
10/15/2024,9,25.84007,1
10/15/2024,10,10.16075,0.45
10/15/2024,11,9.83269,0.14
10/15/2024,12,8.78823,0.14
10/15/2024,13,8.91857,0.14
10/15/2024,14,9.00858,0.14
10/15/2024,15,9.17426,0.14
10/15/2024,16,10.19694,0.14
10/15/2024,17,31.23219,0.14
10/15/2024,18,53.31705,0.97755
10/15/2024,19,57.66458,4.7555
10/15/2024,20,53.66904,1
10/15/2024,21,51.42058,0.5
10/15/2024,22,49.50278,0.75
10/15/2024,23,46.38357,0.75
10/15/2024,24,45.3682,1
10/16/2024,1,45.53905,0.67663
10/16/2024,2,43.27591,0.14
10/16/2024,3,41.36206,0.14
10/16/2024,4,41.4676,0.14
10/16/2024,5,41.37948,0.14
10/16/2024,6,44.95014,0.14
10/16/2024,7,49.47903,1
10/16/2024,8,47.49256,1
10/16/2024,9,29.78267,0.75
10/16/2024,10,17.61809,0.31505
10/16/2024,11,17.55178,0.14
10/16/2024,12,16.792,0.14
10/16/2024,13,17.50249,0.14
10/16/2024,14,17.73152,0.14
10/16/2024,15,17.59592,0.14
10/16/2024,16,20.90931,0.14
10/16/2024,17,31.40972,0.14
10/16/2024,18,48.15585,0.95961
10/16/2024,19,48.45986,1
10/16/2024,20,47.51955,0.98725
10/16/2024,21,46.9687,0.5
10/16/2024,22,45.57483,0.6732
10/16/2024,23,43.9388,0.75
10/16/2024,24,40.35372,0.75
10/17/2024,1,44.54738,0.14
10/17/2024,2,38.90229,0.14
10/17/2024,3,38.87137,0.14
10/17/2024,4,38.93507,0.14
10/17/2024,5,39.05564,0.14
10/17/2024,6,42.64177,0.14
10/17/2024,7,48.95857,0.8933
10/17/2024,8,46.29596,0.75
10/17/2024,9,24.29762,0.75
10/17/2024,10,8.77183,0.75
10/17/2024,11,8.06152,0.14
10/17/2024,12,7.71449,0.14
10/17/2024,13,8.57736,0.14
10/17/2024,14,7.93826,0.14
10/17/2024,15,8.40001,0.14
10/17/2024,16,8.55184,0.14
10/17/2024,17,14.86159,0.14
10/17/2024,18,49.96569,0.45
10/17/2024,19,53.33569,0.75
10/17/2024,20,50.87528,0.75
10/17/2024,21,49.77632,0.57574
10/17/2024,22,49.30203,0.75
10/17/2024,23,48.23281,0.5
10/17/2024,24,44.62601,0.75
10/18/2024,1,41.13826,0.14
10/18/2024,2,37.95046,0.14
10/18/2024,3,37.15727,0.14
10/18/2024,4,37.38529,0.14
10/18/2024,5,38.24226,0.14
10/18/2024,6,45.34079,0.14
10/18/2024,7,47.56645,0.83
10/18/2024,8,46.73262,1
10/18/2024,9,28.76926,1
10/18/2024,10,13.63272,0.21692
10/18/2024,11,11.67116,0.14
10/18/2024,12,11.31395,0.14
10/18/2024,13,11.32743,0.14
10/18/2024,14,11.46763,0.14
10/18/2024,15,10.70983,0.14
10/18/2024,16,9.63531,0.14
10/18/2024,17,17.78063,0.14
10/18/2024,18,45.85115,0.16356
10/18/2024,19,46.60738,0.85605
10/18/2024,20,46.10517,0.47119
10/18/2024,21,46.19029,0.54029
10/18/2024,22,45.85772,0.47396
10/18/2024,23,45.15972,0.28798
10/18/2024,24,44.42227,0.75
10/19/2024,1,38.06207,0.25
10/19/2024,2,36.56442,0.14
10/19/2024,3,35.78436,0.14
10/19/2024,4,35.92172,0.14
10/19/2024,5,37.81498,0.14
10/19/2024,6,38.54134,0.14
10/19/2024,7,40.7715,1.19
10/19/2024,8,38.70214,0.75
10/19/2024,9,0.70757,1
10/19/2024,10,-4.31435,0.14
10/19/2024,11,-3.76444,0.14
10/19/2024,12,-5.24676,0.14
10/19/2024,13,-5.8635,0.14
10/19/2024,14,-8.13699,0.14
10/19/2024,15,-9.14768,0.14
10/19/2024,16,-6.69618,0.14
10/19/2024,17,4.58685,0.14
10/19/2024,18,42.81774,0.14
10/19/2024,19,44.69013,0.75
10/19/2024,20,44.49665,0.45
10/19/2024,21,43.94219,0.22126
10/19/2024,22,43.52033,0.17
10/19/2024,23,43.06311,0.45
10/19/2024,24,41.86751,0.75
10/20/2024,1,37.5792,0.43898
10/20/2024,2,37.23499,0.14
10/20/2024,3,36.09256,0.14
10/20/2024,4,35.45565,0.14
10/20/2024,5,37.38734,0.25
10/20/2024,6,37.51802,0.27304
10/20/2024,7,37.66453,0.5
10/20/2024,8,35.85697,0.75
10/20/2024,9,3.61,0.91102
10/20/2024,10,-4.84627,0.14
10/20/2024,11,-4.86471,0.14
10/20/2024,12,-4.54759,0.14
10/20/2024,13,-6.24877,0.14
10/20/2024,14,-3.85593,0.14
10/20/2024,15,-3.20869,0.14
10/20/2024,16,-0.58345,0.14
10/20/2024,17,23.324,0.14
10/20/2024,18,43.45572,0.71452
10/20/2024,19,45.49733,1
10/20/2024,20,45.09081,0.75
10/20/2024,21,44.31787,0.52098
10/20/2024,22,43.69071,0.75
10/20/2024,23,37.66036,0.5
10/20/2024,24,37.30588,0.75
10/21/2024,1,32.47761,0.14
10/21/2024,2,32.45085,0.14
10/21/2024,3,32.46071,0.14
10/21/2024,4,32.17452,0.14
10/21/2024,5,32.45925,0.14
10/21/2024,6,37.66183,0.14
10/21/2024,7,39.80289,0.85703
10/21/2024,8,32.23217,0.88
10/21/2024,9,7.347,4.38819
10/21/2024,10,6.29053,0.25
10/21/2024,11,6.15461,0.14
10/21/2024,12,5.97694,0.14
10/21/2024,13,8.12445,0.14
10/21/2024,14,8.08944,0.14
10/21/2024,15,6.55156,0.14
10/21/2024,16,16.7914,0.14
10/21/2024,17,27.96751,0.14
10/21/2024,18,44.87434,0.89048
10/21/2024,19,46.00082,1
10/21/2024,20,45.20664,0.80225
10/21/2024,21,44.82911,0.75
10/21/2024,22,43.75,0.75
10/21/2024,23,42.06926,0.5
10/21/2024,24,40.26488,0.75
10/22/2024,1,37.98193,0.45
10/22/2024,2,34.96012,0.14
10/22/2024,3,34.5499,0.14
10/22/2024,4,34.46769,0.14
10/22/2024,5,34.8703,0.14
10/22/2024,6,37.57169,0.14
10/22/2024,7,42.93785,0.5818
10/22/2024,8,41.05207,0.75
10/22/2024,9,6.27003,0.5
10/22/2024,10,4.12775,0.14
10/22/2024,11,4.80469,0.14
10/22/2024,12,5.24409,0.14
10/22/2024,13,6.14528,0.14
10/22/2024,14,4.25191,0.14
10/22/2024,15,5.49952,0.14
10/22/2024,16,7.5722,0.14
10/22/2024,17,30.38674,0.57
10/22/2024,18,48.84414,1.03852
10/22/2024,19,54.96763,1
10/22/2024,20,47.10938,1
10/22/2024,21,45.0385,0.75
10/22/2024,22,45.81626,0.5
10/22/2024,23,44.63964,0.5
10/22/2024,24,37.70992,0.75
10/23/2024,1,38.225,0.45
10/23/2024,2,40.21665,0.14
10/23/2024,3,36.59443,0.14
10/23/2024,4,36.71256,0.14
10/23/2024,5,36.58296,0.14
10/23/2024,6,41.37605,0.14
10/23/2024,7,44.38862,0.5
10/23/2024,8,40.84488,0.5
10/23/2024,9,20.07405,1
10/23/2024,10,3.31455,0.14
10/23/2024,11,5.44826,0.14
10/23/2024,12,3.9963,0.14
10/23/2024,13,3.38645,0.14
10/23/2024,14,3.13262,0.14
10/23/2024,15,3.20941,0.14
10/23/2024,16,8.50116,0.14
10/23/2024,17,26.71989,0.5
10/23/2024,18,51.27995,0.75
10/23/2024,19,52.61866,1
10/23/2024,20,45.48658,1
10/23/2024,21,42.1899,0.89587
10/23/2024,22,41.55906,0.73642
10/23/2024,23,36.44834,0.5
10/23/2024,24,34.99103,0.75
10/24/2024,1,37.51418,0.45
10/24/2024,2,36.13203,0.14
10/24/2024,3,35.32637,0.14
10/24/2024,4,35.30533,0.14
10/24/2024,5,36.15927,0.14
10/24/2024,6,40.35815,0.14
10/24/2024,7,45.77891,1.1319
10/24/2024,8,47.29303,0.5
10/24/2024,9,17.85289,0.5
10/24/2024,10,6.28887,0.14
10/24/2024,11,4.93297,0.14
10/24/2024,12,4.82633,0.14
10/24/2024,13,4.81679,0.14
10/24/2024,14,5.8584,0.14
10/24/2024,15,4.26809,0.14
10/24/2024,16,6.265,0.5
10/24/2024,17,31.57912,0.5
10/24/2024,18,54.42014,0.75
10/24/2024,19,58.8136,1
10/24/2024,20,54.252,0.53961
10/24/2024,21,52.7394,0.73105
10/24/2024,22,50.20172,0.75
10/24/2024,23,44.08705,0.5
10/24/2024,24,41.81562,0.75
10/25/2024,1,49.07005,0.45
10/25/2024,2,46.5038,0.14
10/25/2024,3,44.08482,0.14
10/25/2024,4,43.25468,0.14
10/25/2024,5,45.69655,0.14
10/25/2024,6,48.3899,0.14
10/25/2024,7,51.03165,0.5
10/25/2024,8,48.1988,0.5
10/25/2024,9,21.68581,0.5
10/25/2024,10,12.42312,0.14
10/25/2024,11,8.82539,0.14
10/25/2024,12,9.47959,0.14
10/25/2024,13,10.9856,0.14
10/25/2024,14,14.98317,0.14
10/25/2024,15,14.21057,0.14
10/25/2024,16,26.24282,0.14
10/25/2024,17,36.65682,0.14
10/25/2024,18,54.78088,0.75
10/25/2024,19,55.87353,1
10/25/2024,20,50.85376,0.77188
10/25/2024,21,50.33757,0.5
10/25/2024,22,49.42308,0.75
10/25/2024,23,46.20173,0.5
10/25/2024,24,44.21063,0.45
10/26/2024,1,44.3095,0.45
10/26/2024,2,42.60181,0.14
10/26/2024,3,42.25015,0.14
10/26/2024,4,41.65349,0.14
10/26/2024,5,41.54268,0.14
10/26/2024,6,42.35072,0.14
10/26/2024,7,44.39612,0.5045
10/26/2024,8,40.83693,0.45
10/26/2024,9,29.1635,0.5
10/26/2024,10,11.44994,0.14
10/26/2024,11,10.75277,0.14
10/26/2024,12,10.38554,0.14
10/26/2024,13,10.3396,0.14
10/26/2024,14,11.20295,0.14
10/26/2024,15,12.959,0.14
10/26/2024,16,30.40644,0.14
10/26/2024,17,41.19676,0.28
10/26/2024,18,55.50048,0.75
10/26/2024,19,53.92158,1
10/26/2024,20,50.6749,0.66058
10/26/2024,21,50.44455,0.51162
10/26/2024,22,49.73626,0.5
10/26/2024,23,48.36682,0.75
10/26/2024,24,43.55449,0.45
10/27/2024,1,40.39825,0.75
10/27/2024,2,39.20562,0.5
10/27/2024,3,36.91316,0.45
10/27/2024,4,38.16131,0.14
10/27/2024,5,38.23804,0.45
10/27/2024,6,36.83623,0.45
10/27/2024,7,36.30121,0.5493
10/27/2024,8,32.6371,0.5
10/27/2024,9,8.26379,0.5
10/27/2024,10,10.50141,0.5
10/27/2024,11,6.31695,0.14
10/27/2024,12,5.50218,0.14
10/27/2024,13,5.53562,0.14
10/27/2024,14,5.61665,0.14
10/27/2024,15,7.68341,0.14
10/27/2024,16,11.3,0.5
10/27/2024,17,33.04011,0.14
10/27/2024,18,40.4712,0.75
10/27/2024,19,39.89282,0.75
10/27/2024,20,38.28111,0.75
10/27/2024,21,38.01376,0.54438
10/27/2024,22,38.10562,0.75
10/27/2024,23,33.27948,0.5
10/27/2024,24,30.2898,0.45
10/28/2024,1,26.21798,0.14
10/28/2024,2,26.8842,0.14
10/28/2024,3,27.07997,0.14
10/28/2024,4,29.30658,0.14
10/28/2024,5,29.85164,0.14
10/28/2024,6,33.29912,0.45
10/28/2024,7,39.97051,0.5
10/28/2024,8,35.04278,0.5
10/28/2024,9,20.36076,0.5
10/28/2024,10,5.40592,0.5
10/28/2024,11,-1.50086,0.14
10/28/2024,12,-1.5433,0.14
10/28/2024,13,-1.43259,0.14
10/28/2024,14,-1.83248,0.14
10/28/2024,15,-1.72468,0.14
10/28/2024,16,-1.74571,0.25
10/28/2024,17,13.19646,0.14
10/28/2024,18,40.94016,0.47522
10/28/2024,19,42.2923,1
10/28/2024,20,41.33114,0.75
10/28/2024,21,40.85388,0.45
10/28/2024,22,37.3231,0.75
10/28/2024,23,35.9842,0.5
10/28/2024,24,31.82975,0.45
10/29/2024,1,39.16494,0.14
10/29/2024,2,39.09772,0.14
10/29/2024,3,39.65054,0.14
10/29/2024,4,41.19567,0.14
10/29/2024,5,41.46339,0.14
10/29/2024,6,45.80925,0.5
10/29/2024,7,53.09036,0.97
10/29/2024,8,43.40711,1
10/29/2024,9,1.3509,0.5
10/29/2024,10,-0.15781,0.5
10/29/2024,11,-1.96367,0.14
10/29/2024,12,-2.53906,0.14
10/29/2024,13,-2.36244,0.14
10/29/2024,14,-2.74442,0.14
10/29/2024,15,-2.31603,0.14
10/29/2024,16,-1.46097,0.14
10/29/2024,17,10.04329,0.14
10/29/2024,18,47.88067,0.86
10/29/2024,19,48.39067,1
10/29/2024,20,47.69899,0.70755
10/29/2024,21,43.75735,0.75
10/29/2024,22,43.50881,0.57263
10/29/2024,23,45.31899,0.5
10/29/2024,24,46.95453,1
10/30/2024,1,58.63063,0.94036
10/30/2024,2,53.51315,0.14
10/30/2024,3,52.23673,0.14
10/30/2024,4,52.45093,0.14
10/30/2024,5,52.93117,0.14
10/30/2024,6,59.79251,0.5
10/30/2024,7,60.32166,0.5
10/30/2024,8,60.32734,1
10/30/2024,9,37.94224,1
10/30/2024,10,21.58492,0.5
10/30/2024,11,17.11391,0.14
10/30/2024,12,13.41316,0.14
10/30/2024,13,12.58438,0.14
10/30/2024,14,14.23941,0.14
10/30/2024,15,12.94333,0.14
10/30/2024,16,16.37771,0.14
10/30/2024,17,41.73905,0.14
10/30/2024,18,55.13166,0.55799
10/30/2024,19,57.46165,1
10/30/2024,20,57.60179,1
10/30/2024,21,55.76495,0.68791
10/30/2024,22,56.05571,0.62413
10/30/2024,23,54.75875,0.5
10/30/2024,24,53.3424,1
10/31/2024,1,39.18765,0.14
10/31/2024,2,39.21922,0.14
10/31/2024,3,38.75547,0.14
10/31/2024,4,39.06854,0.14
10/31/2024,5,44.11008,0.14
10/31/2024,6,48.25218,0.14
10/31/2024,7,50.10469,0.5
10/31/2024,8,48.6715,1.58059
10/31/2024,9,29.43114,0.5
10/31/2024,10,-5.42801,0.5
10/31/2024,11,-10.55175,0.14
10/31/2024,12,-7.58242,0.14
10/31/2024,13,-6.42023,0.14
10/31/2024,14,-6.3959,0.14
10/31/2024,15,-8.51953,0.14
10/31/2024,16,-5.64825,0.14
10/31/2024,17,6.70124,0.14
10/31/2024,18,46.33899,1
10/31/2024,19,46.13498,1
10/31/2024,20,45.66185,1
10/31/2024,21,44.0216,0.87761
10/31/2024,22,42.3251,0.98893
10/31/2024,23,40.85559,0.5
10/31/2024,24,36.08864,1
11/01/2024,1,40.62381,0.14
11/01/2024,2,40.11345,0.14
11/01/2024,3,38.71331,0.14
11/01/2024,4,39.50974,0.14
11/01/2024,5,42.25957,0.14
11/01/2024,6,48.44457,0.14
11/01/2024,7,53.36057,0.5
11/01/2024,8,52.74712,1.55
11/01/2024,9,32.54284,0.86053
11/01/2024,10,10.09811,0.5
11/01/2024,11,9.53799,0.14
11/01/2024,12,8.63555,0.14
11/01/2024,13,8.27851,0.14
11/01/2024,14,7.83147,0.14
11/01/2024,15,6.25211,0.14
11/01/2024,16,8.8639,0.14
11/01/2024,17,30.7116,0.14
11/01/2024,18,45.25494,1
11/01/2024,19,46.06923,1
11/01/2024,20,44.06071,0.20568
11/01/2024,21,43.80734,0.14
11/01/2024,22,43.80488,0.28427
11/01/2024,23,43.64328,0.5
11/01/2024,24,42.99485,1
11/02/2024,1,35.20456,0.5
11/02/2024,2,34.71586,0.5
11/02/2024,3,32.85546,0.14
11/02/2024,4,31.98245,0.14
11/02/2024,5,33.27969,0.14
11/02/2024,6,35.01122,0.5
11/02/2024,7,35.05011,0.5
11/02/2024,8,32.28931,0.5
11/02/2024,9,23.55047,1
11/02/2024,10,10.19055,0.5
11/02/2024,11,4.25268,0.25
11/02/2024,12,1.57335,0.14
11/02/2024,13,-1.69082,0.14
11/02/2024,14,-3.13257,0.14
11/02/2024,15,-3.04826,0.14
11/02/2024,16,-4.97721,0.14
11/02/2024,17,8.43947,0.14
11/02/2024,18,34.33776,0.5
11/02/2024,19,34.70404,0.5
11/02/2024,20,34.94092,0.5
11/02/2024,21,34.72387,0.5
11/02/2024,22,34.28922,0.5
11/02/2024,23,33.13352,0.60033
11/02/2024,24,32.58493,1
11/03/2024,1,32.9563,0.5
11/03/2024,2,32.257,0.5
11/03/2024,3,32.05381,0.5
11/03/2024,4,31.51999,0.5
11/03/2024,5,30.86374,0.5
11/03/2024,6,30.96693,0.5
11/03/2024,7,29.54211,0.93
11/03/2024,8,2.35301,0.5
11/03/2024,9,-6.85704,0.24352
11/03/2024,10,-8.17482,0.14
11/03/2024,11,-8.34682,0.14
11/03/2024,12,-8.36098,0.14
11/03/2024,13,-7.70542,0.14
11/03/2024,14,-7.87215,0.14
11/03/2024,15,-7.26112,0.14
11/03/2024,16,4.44085,0.14
11/03/2024,17,33.31191,0.47
11/03/2024,18,33.85888,0.37335
11/03/2024,19,33.85967,0.14
11/03/2024,20,34.27326,0.5
11/03/2024,21,34.60104,0.5
11/03/2024,22,34.2232,0.34779
11/03/2024,23,34.26324,1
11/03/2024,24,32.29405,1
11/03/2024,25,32.28935,0.5
11/04/2024,1,39.68795,0.5
11/04/2024,2,38.4872,0.21919
11/04/2024,3,35.8259,0.14
11/04/2024,4,36.01206,0.14
11/04/2024,5,38.93138,0.5
11/04/2024,6,44.38938,0.5
11/04/2024,7,42.73395,0.56501
11/04/2024,8,23.96117,0.5
11/04/2024,9,8.74855,0.34808
11/04/2024,10,8.03943,0.14
11/04/2024,11,8.35333,0.14
11/04/2024,12,8.54113,0.14
11/04/2024,13,9.24789,0.14
11/04/2024,14,8.96345,0.14
11/04/2024,15,8.92429,0.14
11/04/2024,16,27.76911,0.14
11/04/2024,17,45.1222,0.5
11/04/2024,18,51.32278,0.75895
11/04/2024,19,45.61522,0.5
11/04/2024,20,44.99487,0.5
11/04/2024,21,44.86198,0.5
11/04/2024,22,44.26269,0.5
11/04/2024,23,43.87485,1
11/04/2024,24,41.22287,1
11/05/2024,1,37.95463,0.5
11/05/2024,2,35.87915,0.5
11/05/2024,3,35.34624,0.14
11/05/2024,4,35.21503,0.14
11/05/2024,5,36.72032,0.14
11/05/2024,6,42.60263,0.5
11/05/2024,7,42.7801,0.82
11/05/2024,8,28.94636,0.72
11/05/2024,9,8.22394,1
11/05/2024,10,6.00925,0.23746
11/05/2024,11,6.49951,0.14
11/05/2024,12,6.31216,0.14
11/05/2024,13,5.2369,0.14
11/05/2024,14,1.9123,0.14
11/05/2024,15,6.11945,0.14
11/05/2024,16,34.83841,0.48
11/05/2024,17,42.95322,1
11/05/2024,18,47.81936,1
11/05/2024,19,41.81012,0.63361
11/05/2024,20,41.52713,0.5
11/05/2024,21,40.76102,0.5
11/05/2024,22,40.42353,0.5
11/05/2024,23,38.61538,1
11/05/2024,24,36.12,1
11/06/2024,1,38.70796,0.14
11/06/2024,2,38.64046,0.14
11/06/2024,3,38.41289,0.14
11/06/2024,4,38.54616,0.14
11/06/2024,5,39.15494,0.14
11/06/2024,6,44.83285,0.5
11/06/2024,7,45.4126,0.5
11/06/2024,8,28.91113,1
11/06/2024,9,1.20567,1
11/06/2024,10,-1.52667,0.30069
11/06/2024,11,-2.01327,0.14
11/06/2024,12,-1.53416,0.14
11/06/2024,13,-2.99321,0.14
11/06/2024,14,-3.6809,0.14
11/06/2024,15,-1.69667,0.14
11/06/2024,16,28.24844,0.14
11/06/2024,17,46.97492,0.5
11/06/2024,18,50.94762,1
11/06/2024,19,47.20296,0.5509
11/06/2024,20,46.44727,0.6314
11/06/2024,21,46.23114,0.40648
11/06/2024,22,46.3298,0.58497
11/06/2024,23,45.45691,1
