Date,Time,LMP ($/MWh),SRP ($/MWh)
03/26/2024,20,36.39608,1
03/26/2024,21,36.44609,1
03/26/2024,22,35.83723,1
03/26/2024,23,32.69686,1
03/26/2024,24,32.00069,0.67455
03/27/2024,1,30.08088,0.14
03/27/2024,2,29.92415,0.14
03/27/2024,3,30.03539,0.14
03/27/2024,4,30.33036,0.14
03/27/2024,5,33.4313,0.14
03/27/2024,6,46.18156,0.5
03/27/2024,7,50.26923,1.05972
03/27/2024,8,48.32592,1.84471
03/27/2024,9,21.04504,1
03/27/2024,10,-17.74951,1
03/27/2024,11,-29.06458,1
03/27/2024,12,-32.56715,1
03/27/2024,13,-32.90298,0.74925
03/27/2024,14,-32.46016,0.91
03/27/2024,15,-32.9107,0.5
03/27/2024,16,-30.16209,1
03/27/2024,17,-20.92954,0.5
03/27/2024,18,13.15499,0.5
03/27/2024,19,45.60158,1
03/27/2024,20,47.11729,3.32233
03/27/2024,21,45.76358,2.07274
03/27/2024,22,45.29094,1.29996
03/27/2024,23,44.27796,1
03/27/2024,24,40.1762,1
03/28/2024,1,34.63905,0.14
03/28/2024,2,31.01298,0.14
03/28/2024,3,30.03618,0.14
03/28/2024,4,30.14655,0.14
03/28/2024,5,30.94336,0.14
03/28/2024,6,39.31018,0.5
03/28/2024,7,44.21903,1
03/28/2024,8,36.80351,1
03/28/2024,9,10.88098,1
03/28/2024,10,-26.57065,1
03/28/2024,11,-40.41582,1
03/28/2024,12,-44.29693,1
03/28/2024,13,-44.9408,0.5
03/28/2024,14,-44.37885,0.5
03/28/2024,15,-44.3358,0.5
03/28/2024,16,-43.07446,0.75
03/28/2024,17,-33.16526,0.14
03/28/2024,18,4.41276,0.5
03/28/2024,19,37.68421,1
03/28/2024,20,41.7615,1
03/28/2024,21,41.86162,1
03/28/2024,22,39.82137,1
03/28/2024,23,38.99668,1
03/28/2024,24,35.51949,1
03/29/2024,1,30.76434,0.14
03/29/2024,2,29.45153,0.14
03/29/2024,3,30.80787,0.14
03/29/2024,4,30.85039,0.14
03/29/2024,5,29.73884,0.14
03/29/2024,6,35.7855,0.14
03/29/2024,7,41.89406,4.16613
03/29/2024,8,36.09912,1
03/29/2024,9,2.85394,1
03/29/2024,10,-24.23912,1
03/29/2024,11,-37.97796,1
03/29/2024,12,-41.40035,1
03/29/2024,13,-42.19885,0.5
03/29/2024,14,-42.80868,0.5
03/29/2024,15,-41.99162,0.14
03/29/2024,16,-36.29753,0.45
03/29/2024,17,-17.84344,0.14
03/29/2024,18,20.64328,0.5
03/29/2024,19,38.28912,1
03/29/2024,20,42.40545,1
03/29/2024,21,41.17398,1
03/29/2024,22,41.16641,1
03/29/2024,23,37.98137,1
03/29/2024,24,36.65932,1
03/30/2024,1,38.42769,0.5
03/30/2024,2,36.46608,0.14
03/30/2024,3,34.24481,0.14
03/30/2024,4,35.04445,0.14
03/30/2024,5,34.09166,0.14
03/30/2024,6,39.89802,0.75
03/30/2024,7,40.23811,1
03/30/2024,8,34.55844,1
03/30/2024,9,28.35522,1
03/30/2024,10,6.3855,1
03/30/2024,11,-1.76449,1
03/30/2024,12,-6.34459,0.75
03/30/2024,13,-7.59444,0.14
03/30/2024,14,-7.18657,0.5
03/30/2024,15,-5.36354,0.14
03/30/2024,16,-1.33611,0.5
03/30/2024,17,20.73952,0.14
03/30/2024,18,32.58744,0.33606
03/30/2024,19,40.8,1
03/30/2024,20,41.61153,1
03/30/2024,21,40.8788,1
03/30/2024,22,40.76776,1
03/30/2024,23,40.42737,1
03/30/2024,24,37.96365,1
03/31/2024,1,38.1107,0.99
03/31/2024,2,36.8585,0.5
03/31/2024,3,34.94636,0.14
03/31/2024,4,33.08543,0.14
03/31/2024,5,34.55666,0.14
03/31/2024,6,36.99216,0.5
03/31/2024,7,37.99637,1
03/31/2024,8,32.61762,1
03/31/2024,9,6.62812,1
03/31/2024,10,-9.17205,1
03/31/2024,11,-21.1567,1
03/31/2024,12,-23.73267,1
03/31/2024,13,-25.12658,0.5
03/31/2024,14,-25.40765,0.5
03/31/2024,15,-24.07207,0.5
03/31/2024,16,-17.17329,1
03/31/2024,17,-5.25422,0.57338
03/31/2024,18,27.33593,0.5
03/31/2024,19,38.13407,1
03/31/2024,20,39.2618,1
03/31/2024,21,39.24504,1
03/31/2024,22,38.86559,1
03/31/2024,23,38.44701,0.78996
03/31/2024,24,38.50646,1
04/01/2024,1,44.50864,0.14
04/01/2024,2,38.0962,0.14
04/01/2024,3,34.92826,0.14
04/01/2024,4,34.04862,0.14
04/01/2024,5,35.29509,0.14
04/01/2024,6,48.98837,0.75
04/01/2024,7,54.94711,5.0619
04/01/2024,8,46.65989,1
04/01/2024,9,19.74174,1
04/01/2024,10,-9.461,1
04/01/2024,11,-25.29941,1
04/01/2024,12,-37.23348,1
04/01/2024,13,-39.77889,0.75
04/01/2024,14,-38.74709,0.5
04/01/2024,15,-36.8857,0.5
04/01/2024,16,-38.57433,0.5
04/01/2024,17,-37.91747,0.81
04/01/2024,18,-8.66349,0.35
04/01/2024,19,38.89328,1
04/01/2024,20,46.56238,1
04/01/2024,21,44.1004,1
04/01/2024,22,43.15777,1
04/01/2024,23,41.63895,0.99
04/01/2024,24,40.58848,0.99
04/02/2024,1,35.83659,0.14
04/02/2024,2,33.70654,0.14
04/02/2024,3,35.81008,0.14
04/02/2024,4,39.11326,0.14
04/02/2024,5,43.27061,0.14
04/02/2024,6,46.86174,0.48578
04/02/2024,7,56.50509,6.65
04/02/2024,8,37.92568,4.72637
04/02/2024,9,-0.82298,1
04/02/2024,10,-43.24929,1
04/02/2024,11,-51.69422,1
04/02/2024,12,-51.93078,1
04/02/2024,13,-53.01048,1
04/02/2024,14,-53.79664,1
04/02/2024,15,-51.13097,1
04/02/2024,16,-50.18467,1
04/02/2024,17,-46.48207,1
04/02/2024,18,4.58438,0.5
04/02/2024,19,41.48889,1
04/02/2024,20,50.14499,6
04/02/2024,21,45.20189,1
04/02/2024,22,41.52897,1
04/02/2024,23,40.69385,0.56968
04/02/2024,24,38.57875,1
04/03/2024,1,33.49932,0.14
04/03/2024,2,34.81155,0.14
04/03/2024,3,33.12631,0.14
04/03/2024,4,35.58106,0.14
04/03/2024,5,36.2451,0.14
04/03/2024,6,37.2869,0.45
04/03/2024,7,47.89656,8.57
04/03/2024,8,34.12591,3.73288
04/03/2024,9,-16.23297,1
04/03/2024,10,-43.36586,1
04/03/2024,11,-47.23935,1
04/03/2024,12,-46.23517,1
04/03/2024,13,-45.53683,0.5
04/03/2024,14,-47.47659,0.71
04/03/2024,15,-47.74667,0.5
04/03/2024,16,-47.88655,0.71
04/03/2024,17,-44.5276,0.5
04/03/2024,18,-9.62564,0.14
04/03/2024,19,41.78566,0.5
04/03/2024,20,53.25349,6.33
04/03/2024,21,50.33941,6.01
04/03/2024,22,48.85967,3
04/03/2024,23,42.44488,0.7502
04/03/2024,24,41.11407,1
04/04/2024,1,43.628,0.14
04/04/2024,2,40.01295,0.14
04/04/2024,3,37.55968,0.14
04/04/2024,4,37.4476,0.14
04/04/2024,5,35.62125,0.14
04/04/2024,6,45.64587,1
04/04/2024,7,46.48932,1
04/04/2024,8,32.86557,1
04/04/2024,9,6.94666,1
04/04/2024,10,-8.605,1
04/04/2024,11,-22.38822,1
04/04/2024,12,-26.57362,1
04/04/2024,13,-32.02955,0.5
04/04/2024,14,-30.19823,0.5
04/04/2024,15,-31.45402,0.5
04/04/2024,16,-24.08124,0.5
04/04/2024,17,-17.83587,0.14
04/04/2024,18,9.20946,0.5
04/04/2024,19,42.58687,1
04/04/2024,20,46.36176,1
04/04/2024,21,46.5239,1
04/04/2024,22,45.94681,1
04/04/2024,23,43.17715,1
04/04/2024,24,42.3991,1
04/05/2024,1,36.74767,0.5
04/05/2024,2,33.63716,0.14
04/05/2024,3,32.28141,0.14
04/05/2024,4,32.25289,0.14
04/05/2024,5,37.02671,0.14
04/05/2024,6,42.70172,1
04/05/2024,7,49.47235,1
04/05/2024,8,41.23145,1
04/05/2024,9,-1.80236,1
04/05/2024,10,-17.01653,1
04/05/2024,11,-25.24555,1
04/05/2024,12,-28.88672,0.5
04/05/2024,13,-31.4165,0.5
04/05/2024,14,-31.09618,0.45
04/05/2024,15,-27.73569,0.14
04/05/2024,16,-26.46796,0.5
04/05/2024,17,-17.26692,0.14
04/05/2024,18,8.62119,0.5
04/05/2024,19,38.17668,1
04/05/2024,20,41.91969,4.15115
04/05/2024,21,41.2847,3.51459
04/05/2024,22,42.20129,4.24756
04/05/2024,23,38.6214,1
04/05/2024,24,36.60457,1
04/06/2024,1,31.04894,0.14
04/06/2024,2,28.71158,0.29652
04/06/2024,3,28.68943,0.14
04/06/2024,4,28.01471,0.14
04/06/2024,5,28.0552,0.14
04/06/2024,6,32.1301,0.5
04/06/2024,7,36.64556,0.75
04/06/2024,8,9.9152,0.75
04/06/2024,9,-37.42124,0.75
04/06/2024,10,-49.07271,0.75
04/06/2024,11,-55.05963,0.75
04/06/2024,12,-55.9791,0.75
04/06/2024,13,-56.45682,0.75
04/06/2024,14,-55.71679,0.5
04/06/2024,15,-55.53679,0.5
04/06/2024,16,-56.54867,0.75
04/06/2024,17,-50.21591,0.5
04/06/2024,18,-34.90914,0.3
04/06/2024,19,30.6678,0.75
04/06/2024,20,39.46408,1
04/06/2024,21,39.92757,1
04/06/2024,22,39.56379,0.75
04/06/2024,23,38.35375,0.75
04/06/2024,24,38.02474,0.75
04/07/2024,1,46.86139,0.75
04/07/2024,2,46.20375,0.64952
04/07/2024,3,42.81429,0.56205
04/07/2024,4,42.78616,0.61
04/07/2024,5,43.59548,0.75
04/07/2024,6,45.57457,0.75
04/07/2024,7,45.57268,0.75
04/07/2024,8,16.42571,0.75
04/07/2024,9,-31.50962,2.73397
04/07/2024,10,-51.38865,2.55
04/07/2024,11,-54.98967,1
04/07/2024,12,-55.03876,0.75
04/07/2024,13,-55.76679,0.75
04/07/2024,14,-55.60197,0.75
04/07/2024,15,-52.75778,0.75
04/07/2024,16,-52.59336,0.75
04/07/2024,17,-55.4942,0.61
04/07/2024,18,-22.96743,0.5
04/07/2024,19,34.99079,0.5
04/07/2024,20,39.66519,0.75
04/07/2024,21,37.72173,1
04/07/2024,22,38.55477,0.75
04/07/2024,23,38.55039,0.75
04/07/2024,24,38.00601,0.75
04/08/2024,1,34.38998,0.61
04/08/2024,2,33.45434,0.5
04/08/2024,3,33.62349,0.5
04/08/2024,4,33.72395,0.5
04/08/2024,5,36.45975,0.5
04/08/2024,6,40.24327,0.5
04/08/2024,7,57.2218,1
04/08/2024,8,32.17045,1
04/08/2024,9,0.79675,1
04/08/2024,10,-11.12743,1
04/08/2024,11,-4.09851,1
04/08/2024,12,1.17196,1
04/08/2024,13,-25.65437,1
04/08/2024,14,-26.71176,1
04/08/2024,15,-30.052,0.75
04/08/2024,16,-30.32158,1
04/08/2024,17,-28.49975,1
04/08/2024,18,-5.97886,0.5
04/08/2024,19,38.4269,0.5
04/08/2024,20,53.74847,1
04/08/2024,21,51.24996,1
04/08/2024,22,42.39524,1
04/08/2024,23,40.46889,1
04/08/2024,24,38.97964,1
04/09/2024,1,35.14328,0.71
04/09/2024,2,34.61896,0.5
04/09/2024,3,33.93573,0.5
04/09/2024,4,33.93918,0.5
04/09/2024,5,39.18473,0.5
04/09/2024,6,50.35163,1
04/09/2024,7,54.28098,1
04/09/2024,8,37.97956,1
04/09/2024,9,-15.36364,2.71
04/09/2024,10,-32.38721,1
04/09/2024,11,-41.34237,1
04/09/2024,12,-42.44846,1
04/09/2024,13,-43.62387,0.5
04/09/2024,14,-43.48225,0.5
04/09/2024,15,-42.95991,0.71
04/09/2024,16,-41.73605,0.71
04/09/2024,17,-25.23678,1
04/09/2024,18,0.42919,0.71
04/09/2024,19,43.0147,1
04/09/2024,20,54.62217,3.16269
04/09/2024,21,53.11354,3.13906
04/09/2024,22,47.27355,1
04/09/2024,23,43.49538,1
04/09/2024,24,41.95297,1
04/10/2024,1,45.40332,0.37438
04/10/2024,2,42.3852,0.35
04/10/2024,3,41.23375,0.35
04/10/2024,4,41.19369,0.35
04/10/2024,5,41.57279,0.5
04/10/2024,6,46.983,1
04/10/2024,7,53.62785,1
04/10/2024,8,29.29385,1
04/10/2024,9,-7.60138,1.17
04/10/2024,10,-23.17685,1
04/10/2024,11,-30.72473,1
04/10/2024,12,-31.73426,0.75
04/10/2024,13,-31.55029,0.5
04/10/2024,14,-30.86825,0.75
04/10/2024,15,-30.62198,0.75
04/10/2024,16,-31.00727,0.5
04/10/2024,17,-11.66674,0.81
04/10/2024,18,8.78607,0.5
04/10/2024,19,52.80067,1
04/10/2024,20,65.66206,8.97631
04/10/2024,21,60.36428,9.5731
04/10/2024,22,52.39039,1.68
04/10/2024,23,48.25956,1
04/10/2024,24,42.72865,1
04/11/2024,1,43.88372,0.75
04/11/2024,2,39.32773,1
04/11/2024,3,38.82294,0.5
04/11/2024,4,39.7052,0.5
04/11/2024,5,39.84065,1
04/11/2024,6,49.59963,1
04/11/2024,7,57.25811,1
04/11/2024,8,35.9045,1
04/11/2024,9,-4.28006,1
04/11/2024,10,-14.76614,1
04/11/2024,11,-19.21782,1
04/11/2024,12,-20.97968,1
04/11/2024,13,-23.70906,0.75
04/11/2024,14,-23.04527,0.75
04/11/2024,15,-19.50865,0.75
04/11/2024,16,-15.21337,0.5
04/11/2024,17,1.25919,1
04/11/2024,18,23.01069,0.5
04/11/2024,19,53.21958,1
04/11/2024,20,63.5245,6.58434
04/11/2024,21,55.90492,5.6
04/11/2024,22,50.13176,5.26716
04/11/2024,23,42.62876,1
04/11/2024,24,39.40268,1
04/12/2024,1,36.67154,0.35
04/12/2024,2,35.78601,0.35
04/12/2024,3,35.30776,0.35
04/12/2024,4,35.24855,0.35
04/12/2024,5,35.50445,0.35
04/12/2024,6,41.72625,0.35
04/12/2024,7,45.65375,0.45
04/12/2024,8,35.89379,0.75
04/12/2024,9,-15.04621,1
04/12/2024,10,-24.19724,1
04/12/2024,11,-34.97647,1
04/12/2024,12,-36.32322,1
04/12/2024,13,-37.97013,0.35
04/12/2024,14,-33.16938,0.35
04/12/2024,15,-34.00923,0.35
04/12/2024,16,-36.35107,0.35
04/12/2024,17,-23.73383,0.35
04/12/2024,18,-2.7058,0.35
04/12/2024,19,37.07677,0.64298
04/12/2024,20,47.10877,4.37
04/12/2024,21,44.36673,5.43
04/12/2024,22,40.65911,3.30127
04/12/2024,23,37.74372,0.5
04/12/2024,24,36.96134,0.35
04/13/2024,1,43.57233,0.35
04/13/2024,2,40.27107,0.5
04/13/2024,3,37.55782,0.5
04/13/2024,4,35.24311,0.35
04/13/2024,5,35.22539,0.56525
04/13/2024,6,40.37757,0.75
04/13/2024,7,46.79107,0.75
04/13/2024,8,26.98492,0.75
04/13/2024,9,3.76409,1
04/13/2024,10,-5.59166,1
04/13/2024,11,-5.83175,0.75
04/13/2024,12,-5.7022,0.5
04/13/2024,13,-6.20651,0.14
04/13/2024,14,-6.27052,0.14
04/13/2024,15,-5.64477,0.14
04/13/2024,16,-4.5217,0.14
04/13/2024,17,12.18889,0.14
04/13/2024,18,30.21345,0.5
04/13/2024,19,43.90228,0.75
04/13/2024,20,45.85969,1
04/13/2024,21,47.49385,1
04/13/2024,22,48.32185,1
04/13/2024,23,43.68423,0.75
04/13/2024,24,42.45078,0.75
04/14/2024,1,36.21517,0.75
04/14/2024,2,35.75364,0.5
04/14/2024,3,36.12522,0.5
04/14/2024,4,35.99266,0.5
04/14/2024,5,36.32619,0.75
04/14/2024,6,37.14797,0.79043
04/14/2024,7,36.30801,1
04/14/2024,8,20.60011,1
04/14/2024,9,-8.15926,0.75
04/14/2024,10,-16.56491,0.75
04/14/2024,11,-18.24369,0.75
04/14/2024,12,-17.47851,0.63911
04/14/2024,13,-18.66041,0.73294
04/14/2024,14,-20.50262,0.75
04/14/2024,15,-19.30484,0.75
04/14/2024,16,-17.31044,0.75
04/14/2024,17,-8.84716,0.5
04/14/2024,18,4.30637,0.62
04/14/2024,19,33.07502,0.75
04/14/2024,20,37.76861,1.3051
04/14/2024,21,37.75496,1.27686
04/14/2024,22,37.11222,1
04/14/2024,23,32.94887,0.75
04/14/2024,24,29.16757,0.75
04/15/2024,1,28.14077,0.69
04/15/2024,2,28.11263,0.72084
04/15/2024,3,28.05316,0.69
04/15/2024,4,28.05314,0.73449
04/15/2024,5,28.11175,0.88335
04/15/2024,6,33.3,1
04/15/2024,7,40,1
04/15/2024,8,24.73934,5.15272
04/15/2024,9,-15.10064,5.62275
04/15/2024,10,-29.15915,1
04/15/2024,11,-28.78426,1
04/15/2024,12,-30.00548,1
04/15/2024,13,-32.22688,0.5
04/15/2024,14,-34.54486,0.5
04/15/2024,15,-37.11348,0.5
04/15/2024,16,-34.55553,0.69
04/15/2024,17,-24.29035,0.5
04/15/2024,18,-3.73641,0.38167
04/15/2024,19,35.01311,0.5
04/15/2024,20,42.93407,4.36
04/15/2024,21,45.91069,4.38
04/15/2024,22,41.94155,1.31096
04/15/2024,23,38.47868,1
04/15/2024,24,37.12241,1
04/16/2024,1,29.99828,0.5
04/16/2024,2,29.56561,0.77318
04/16/2024,3,29.5734,0.75
04/16/2024,4,29.96928,0.77897
04/16/2024,5,34.47591,1
04/16/2024,6,43.3748,1
04/16/2024,7,47.18969,1
04/16/2024,8,25.23804,1
04/16/2024,9,-19.00777,1
04/16/2024,10,-28.92667,1
04/16/2024,11,-30.57547,1
04/16/2024,12,-32.4333,0.75
04/16/2024,13,-32.61451,0.5
04/16/2024,14,-34.43202,0.5
04/16/2024,15,-33.32942,0.5
04/16/2024,16,-29.19103,0.74
04/16/2024,17,-21.09912,0.74
04/16/2024,18,-1.50627,0.5
04/16/2024,19,37.9255,1
04/16/2024,20,48.66362,4.34
04/16/2024,21,43.63088,1
04/16/2024,22,41.07609,1
04/16/2024,23,35.8518,1
04/16/2024,24,33.00592,1
04/17/2024,1,31.13084,1
04/17/2024,2,31.06628,1
04/17/2024,3,30.87931,1
04/17/2024,4,31.10254,1
04/17/2024,5,33.27974,0.83464
04/17/2024,6,38.3604,1
04/17/2024,7,42.70123,2.21605
04/17/2024,8,38.32055,1
04/17/2024,9,18.78652,1
04/17/2024,10,4.64782,1
04/17/2024,11,2.84489,1
04/17/2024,12,-11.4634,0.75
04/17/2024,13,-24.45872,0.75
04/17/2024,14,-13.1349,0.75
04/17/2024,15,-19.10984,0.75
04/17/2024,16,6.47899,0.5
04/17/2024,17,0.14275,0.5
04/17/2024,18,19.59818,0.5
04/17/2024,19,39.21553,1
04/17/2024,20,44.30245,1
04/17/2024,21,43.62204,1.55299
04/17/2024,22,40.79112,1
04/17/2024,23,34.32582,1
04/17/2024,24,32.37902,1
04/18/2024,1,31.02012,0.75
04/18/2024,2,30.68233,0.5
04/18/2024,3,30.52499,0.5
04/18/2024,4,31.03203,0.5
04/18/2024,5,32.15454,0.5
04/18/2024,6,41.36301,0.5
04/18/2024,7,48.12936,1.63635
04/18/2024,8,35.77363,1
04/18/2024,9,24.57348,1
04/18/2024,10,15.34423,1
04/18/2024,11,9.71569,1
04/18/2024,12,3.96432,0.75
04/18/2024,13,2.88524,0.5
04/18/2024,14,-2.52867,0.75
04/18/2024,15,3.70222,0.5
04/18/2024,16,7.12816,0.75
04/18/2024,17,9.91511,0.5
04/18/2024,18,31.87181,0.5
04/18/2024,19,38.64609,1
04/18/2024,20,49.38575,5.52
04/18/2024,21,42.71483,3.53049
04/18/2024,22,39.0998,1.12966
04/18/2024,23,33.78425,1
04/18/2024,24,31.36989,1
04/19/2024,1,34.11407,0.75
04/19/2024,2,33.28256,0.75
04/19/2024,3,33.20506,0.5
04/19/2024,4,31.31831,0.5
04/19/2024,5,33.30702,0.5
04/19/2024,6,37.5513,0.75
04/19/2024,7,40.66626,1.37485
04/19/2024,8,38.70641,1
04/19/2024,9,12.96914,0.75
04/19/2024,10,1.38613,1
04/19/2024,11,-8.47583,1
04/19/2024,12,-21.04117,1
04/19/2024,13,-21.10827,0.75
04/19/2024,14,-24.85025,0.69
04/19/2024,15,-23.93297,0.69
04/19/2024,16,-20.15979,0.75
04/19/2024,17,-11.69322,0.5
04/19/2024,18,-5.68804,0.5
04/19/2024,19,35.30332,0.91363
04/19/2024,20,43.02612,4.37
04/19/2024,21,43.47849,4.13281
04/19/2024,22,40.64595,1.19355
04/19/2024,23,36.13965,1
04/19/2024,24,34.02173,1
04/20/2024,1,31.5519,0.75
04/20/2024,2,29.54258,0.57519
04/20/2024,3,28.52197,0.5
04/20/2024,4,28.61,0.5
04/20/2024,5,29.76697,0.5
04/20/2024,6,31.64217,0.75
04/20/2024,7,32.77358,1.72307
04/20/2024,8,28.98544,0.75
04/20/2024,9,4.5471,0.75
04/20/2024,10,-26.18411,0.75
04/20/2024,11,-39.65505,0.75
04/20/2024,12,-42.0886,0.75
04/20/2024,13,-42.72692,0.5
04/20/2024,14,-41.82783,0.5
04/20/2024,15,-45.04561,0.5
04/20/2024,16,-44.312,0.5
04/20/2024,17,-8.02394,0.5
04/20/2024,18,4.36177,0.40303
04/20/2024,19,29.31867,0.5
04/20/2024,20,32.83096,0.75
04/20/2024,21,33.66297,0.75
04/20/2024,22,32.76843,0.75
04/20/2024,23,29.36393,0.5
04/20/2024,24,28.5025,0.66258
04/21/2024,1,28.4142,0.75
04/21/2024,2,27.68482,0.75
04/21/2024,3,26.95936,0.75
04/21/2024,4,25.66694,0.5
04/21/2024,5,27.94497,0.5
04/21/2024,6,28.52314,0.75
04/21/2024,7,28.42007,0.87
04/21/2024,8,10.07889,1.85
04/21/2024,9,-8.6848,2.40296
04/21/2024,10,-28.99199,0.75
04/21/2024,11,-28.50364,0.75
04/21/2024,12,-27.83157,0.75
04/21/2024,13,-28.31928,0.75
04/21/2024,14,-25.99843,0.75
04/21/2024,15,-25.94106,0.75
04/21/2024,16,-24.59246,0.75
04/21/2024,17,-12.75791,0.75
04/21/2024,18,4.08112,0.5
04/21/2024,19,40.3922,2.80639
04/21/2024,20,44.62074,3.21305
04/21/2024,21,44.02934,2.71897
04/21/2024,22,40.89358,0.75
04/21/2024,23,35.85841,0.75
04/21/2024,24,30.92725,0.75
04/22/2024,1,32.66336,0.75
04/22/2024,2,31.44432,0.75147
04/22/2024,3,32.54107,0.75
04/22/2024,4,31.04007,0.75
04/22/2024,5,33.75069,0.75
04/22/2024,6,43.81632,1.01664
04/22/2024,7,45.36208,1
04/22/2024,8,21.42788,1
04/22/2024,9,4.25641,1
04/22/2024,10,-3.15531,1
04/22/2024,11,-17.25479,0.75
04/22/2024,12,-11.92023,0.75
04/22/2024,13,-12.78813,0.75
04/22/2024,14,-7.69226,0.75
04/22/2024,15,-6.53342,0.75
04/22/2024,16,-4.75004,0.75
04/22/2024,17,-0.60018,0.75
04/22/2024,18,17.11629,0.5
04/22/2024,19,42.63059,0.75
04/22/2024,20,57.8305,1.51399
04/22/2024,21,53.71848,1
04/22/2024,22,46.24664,1.62321
04/22/2024,23,39.03935,1
04/22/2024,24,31.35648,0.75
04/23/2024,1,38.59109,1
04/23/2024,2,32.76223,1
04/23/2024,3,31.39446,1
04/23/2024,4,30.785,0.85
04/23/2024,5,32.55462,1
04/23/2024,6,41.69581,1
04/23/2024,7,44.72511,3.64263
04/23/2024,8,26.10794,1
04/23/2024,9,5.17658,1
04/23/2024,10,9.6121,1
04/23/2024,11,5.19988,1
04/23/2024,12,-2.644,1
04/23/2024,13,-6.85802,0.5
04/23/2024,14,-9.5582,0.14
04/23/2024,15,-5.60258,0.14
04/23/2024,16,-5.32202,0.17
04/23/2024,17,0.95543,0.17
04/23/2024,18,12.64959,0.5
04/23/2024,19,38.77313,1
04/23/2024,20,49.62109,4.34
04/23/2024,21,49.77539,4.87217
04/23/2024,22,43.50333,2.1338
04/23/2024,23,38.44977,1
04/23/2024,24,34.07462,1
04/24/2024,1,32.09488,0.75
04/24/2024,2,30.2123,0.75
04/24/2024,3,29.98476,0.75
04/24/2024,4,28.97515,0.75
04/24/2024,5,29.83909,0.75
04/24/2024,6,35.82109,1
04/24/2024,7,37.14419,1
04/24/2024,8,32.87579,1
04/24/2024,9,21.22153,0.75
04/24/2024,10,-3.69027,0.75
04/24/2024,11,-19.94626,0.75
04/24/2024,12,-21.58259,0.75
04/24/2024,13,-24.53504,0.5
04/24/2024,14,-21.37436,0.18881
04/24/2024,15,-19.75402,0.5
04/24/2024,16,-4.00132,0.5
04/24/2024,17,3.61222,0.14
04/24/2024,18,9.19725,0.75
04/24/2024,19,34.36935,0.75
04/24/2024,20,45.84287,1
04/24/2024,21,45.23711,2.9237
04/24/2024,22,39.3378,1
04/24/2024,23,34.20867,0.5
04/24/2024,24,30.89516,0.75
04/25/2024,1,29.15749,0.75
04/25/2024,2,29.70161,0.75
04/25/2024,3,27.11062,0.75
04/25/2024,4,26.46925,0.75
04/25/2024,5,27.9139,0.75
04/25/2024,6,37.01047,1
04/25/2024,7,40.06576,1
04/25/2024,8,31.53707,1
04/25/2024,9,36.68032,0.75
04/25/2024,10,17.83927,0.75
04/25/2024,11,5.34715,0.75
04/25/2024,12,4.27875,0.75
04/25/2024,13,7.60198,0.14
04/25/2024,14,9.40439,0.14
04/25/2024,15,6.59873,0.14
04/25/2024,16,1.15027,0.5
04/25/2024,17,4.92575,0.14
04/25/2024,18,14.47637,0.75
04/25/2024,19,31.68832,0.75
04/25/2024,20,44.07349,3.50749
04/25/2024,21,46.2483,4.72
04/25/2024,22,40.59283,1
04/25/2024,23,33.91007,0.75
04/25/2024,24,32.22832,0.75
04/26/2024,1,25.79037,0.75
04/26/2024,2,24.45002,0.75
04/26/2024,3,25.39396,0.75
04/26/2024,4,23.35097,0.75
04/26/2024,5,25.36724,0.75
04/26/2024,6,30.82882,1
04/26/2024,7,35.63741,1.54072
04/26/2024,8,26.47262,1
04/26/2024,9,19.28127,0.75
04/26/2024,10,13.22736,0.75
04/26/2024,11,7.32744,0.75
04/26/2024,12,1.55362,0.75
04/26/2024,13,-3.37986,0.14
04/26/2024,14,-7.9974,0.14
04/26/2024,15,-3.86166,0.14
04/26/2024,16,-4.19502,0.5
04/26/2024,17,-0.16009,0.14
04/26/2024,18,5.05735,0.75
04/26/2024,19,29.31632,0.75
04/26/2024,20,34.35687,2.79093
04/26/2024,21,36.40179,4.35
04/26/2024,22,34.1051,1
04/26/2024,23,30.00779,0.75
04/26/2024,24,26.58583,0.75
04/27/2024,1,26.49091,0.75
04/27/2024,2,26.58865,0.75
04/27/2024,3,24.1702,0.75
04/27/2024,4,22.43965,0.75
04/27/2024,5,26.46263,0.75
04/27/2024,6,24.70117,0.75
04/27/2024,7,26.58376,0.75
04/27/2024,8,18.84152,0.75
04/27/2024,9,3.08121,0.75
04/27/2024,10,-10.92919,0.75
04/27/2024,11,-15.25424,0.75
04/27/2024,12,-26.82747,0.5
04/27/2024,13,-34.85563,0.14
04/27/2024,14,-34.82474,0.14
04/27/2024,15,-34.67315,0.14
04/27/2024,16,-30.05352,0.14
04/27/2024,17,-23.91956,0.14
04/27/2024,18,-1.04488,0.14
04/27/2024,19,20.10194,0.5
04/27/2024,20,27.58501,0.75
04/27/2024,21,30.15255,3.57571
04/27/2024,22,28.99794,2.50164
04/27/2024,23,26.82737,0.75
04/27/2024,24,25.74795,0.75
04/28/2024,1,28.3423,0.75
04/28/2024,2,27.71527,0.75
04/28/2024,3,27.46,0.75
04/28/2024,4,27.27789,0.75
04/28/2024,5,27.55579,0.75
04/28/2024,6,27.72519,0.75
04/28/2024,7,25.81592,0.75
04/28/2024,8,-0.18916,0.75
04/28/2024,9,-15.1879,0.75
04/28/2024,10,-32.85387,0.75
04/28/2024,11,-35.6568,0.75
04/28/2024,12,-37.45151,0.38
04/28/2024,13,-38.84321,0.38
