Date,Time,LMP ($/MWh),SRP ($/MWh),hour_idx,day_idx
09/28/2024,20,51.42258,1.0,6522,271
09/28/2024,21,43.73423,0.48404,6523,271
09/28/2024,22,42.98125,0.75,6524,271
09/28/2024,23,41.80964,0.5,6525,271
09/28/2024,24,38.93201,0.5,6526,271
09/29/2024,1,37.44961,0.45,6527,271
09/29/2024,2,37.20025,0.45,6528,272
09/29/2024,3,37.00706,0.14,6529,272
09/29/2024,4,36.6527,0.14,6530,272
09/29/2024,5,36.10324,0.14,6531,272
09/29/2024,6,37.22694,0.30964,6532,272
09/29/2024,7,39.21256,0.5,6533,272
09/29/2024,8,31.26723,1.0,6534,272
09/29/2024,9,4.01631,0.5,6535,272
09/29/2024,10,-4.09528,0.14,6536,272
09/29/2024,11,-0.58016,0.14,6537,272
09/29/2024,12,-1.13233,0.14,6538,272
09/29/2024,13,0.34287,0.14,6539,272
09/29/2024,14,2.97169,0.14,6540,272
09/29/2024,15,2.50087,0.14,6541,272
09/29/2024,16,12.09481,0.14,6542,272
09/29/2024,17,30.79803,0.14,6543,272
09/29/2024,18,44.68112,0.39149,6544,272
09/29/2024,19,55.23254,0.75,6545,272
09/29/2024,20,53.57733,0.75,6546,272
09/29/2024,21,45.64631,0.45,6547,272
09/29/2024,22,44.72825,0.75,6548,272
09/29/2024,23,43.72436,0.5,6549,272
09/29/2024,24,43.04858,0.5,6550,272
09/30/2024,1,41.44673,0.45,6551,272
09/30/2024,2,40.60888,0.14,6552,273
09/30/2024,3,40.51331,0.14,6553,273
09/30/2024,4,40.23444,0.14,6554,273
09/30/2024,5,40.65767,0.14,6555,273
09/30/2024,6,44.77178,0.14,6556,273
09/30/2024,7,49.886,0.5,6557,273
09/30/2024,8,45.31682,0.5,6558,273
09/30/2024,9,24.56977,0.5,6559,273
09/30/2024,10,15.64348,0.14,6560,273
09/30/2024,11,14.5337,0.14,6561,273
09/30/2024,12,13.43321,0.14,6562,273
09/30/2024,13,13.65102,0.14,6563,273
09/30/2024,14,14.14724,0.14,6564,273
09/30/2024,15,13.43302,0.14,6565,273
09/30/2024,16,26.51383,0.14,6566,273
09/30/2024,17,45.12688,0.14,6567,273
09/30/2024,18,56.68237,1.38118,6568,273
09/30/2024,19,78.01109,12.06,6569,273
09/30/2024,20,64.97321,1.98,6570,273
09/30/2024,21,56.07358,0.75,6571,273
09/30/2024,22,53.89987,1.0,6572,273
09/30/2024,23,52.75581,1.0,6573,273
09/30/2024,24,44.01366,0.78,6574,273
10/01/2024,1,50.03799,0.45,6575,273
10/01/2024,2,48.58238,0.1983,6576,274
10/01/2024,3,45.66801,0.14,6577,274
10/01/2024,4,45.47656,0.14,6578,274
10/01/2024,5,45.45857,0.14,6579,274
10/01/2024,6,46.02382,0.14,6580,274
10/01/2024,7,55.89796,1.0,6581,274
10/01/2024,8,49.19058,0.5,6582,274
10/01/2024,9,29.05503,0.5,6583,274
10/01/2024,10,14.62761,0.14,6584,274
10/01/2024,11,12.11685,0.14,6585,274
10/01/2024,12,14.37025,0.14,6586,274
10/01/2024,13,17.58623,0.14,6587,274
10/01/2024,14,21.49953,0.14,6588,274
10/01/2024,15,22.34691,0.14,6589,274
10/01/2024,16,44.54213,0.14,6590,274
10/01/2024,17,55.27956,1.0,6591,274
10/01/2024,18,95.68985,28.91582,6592,274
10/01/2024,19,151.55591,87.28641,6593,274
10/01/2024,20,86.86388,23.67128,6594,274
10/01/2024,21,70.34249,8.48573,6595,274
10/01/2024,22,61.45199,1.0,6596,274
10/01/2024,23,58.34814,1.0,6597,274
10/01/2024,24,50.18265,1.0,6598,274
10/02/2024,1,47.91224,1.0,6599,274
10/02/2024,2,45.50453,0.5,6600,275
10/02/2024,3,44.68623,0.14,6601,275
10/02/2024,4,44.13138,0.14,6602,275
10/02/2024,5,45.21315,0.14,6603,275
10/02/2024,6,47.5228,0.14,6604,275
10/02/2024,7,53.55748,1.0,6605,275
10/02/2024,8,53.01898,1.0,6606,275
10/02/2024,9,35.49729,0.5,6607,275
10/02/2024,10,25.68683,0.14,6608,275
10/02/2024,11,19.25548,0.14,6609,275
10/02/2024,12,16.822,0.14,6610,275
10/02/2024,13,24.49989,0.14,6611,275
10/02/2024,14,26.92612,0.14,6612,275
10/02/2024,15,28.79549,0.14,6613,275
10/02/2024,16,45.95797,1.0,6614,275
10/02/2024,17,52.69939,1.0,6615,275
10/02/2024,18,114.34741,51.29608,6616,275
10/02/2024,19,175.68784,113.06391,6617,275
10/02/2024,20,90.13412,27.03639,6618,275
10/02/2024,21,72.24092,10.52,6619,275
10/02/2024,22,65.97228,5.73834,6620,275
10/02/2024,23,59.79211,3.22571,6621,275
10/02/2024,24,51.75337,1.0,6622,275
10/03/2024,1,48.02606,1.0,6623,275
10/03/2024,2,45.10354,0.5,6624,276
10/03/2024,3,44.19892,0.5,6625,276
10/03/2024,4,43.71008,0.14,6626,276
10/03/2024,5,43.74643,0.14,6627,276
10/03/2024,6,44.72629,0.14,6628,276
10/03/2024,7,51.78475,1.0,6629,276
10/03/2024,8,50.97233,1.0,6630,276
10/03/2024,9,37.09331,0.14,6631,276
10/03/2024,10,22.57073,0.14,6632,276
10/03/2024,11,21.36985,0.14,6633,276
10/03/2024,12,22.73265,0.14,6634,276
10/03/2024,13,23.17064,0.14,6635,276
10/03/2024,14,25.66727,0.14,6636,276
10/03/2024,15,19.87048,0.14,6637,276
10/03/2024,16,33.62636,0.14,6638,276
10/03/2024,17,47.39029,1.0,6639,276
10/03/2024,18,157.06224,12.64742,6640,276
10/03/2024,19,112.15798,37.33628,6641,276
10/03/2024,20,78.09826,11.67355,6642,276
10/03/2024,21,65.11964,1.0,6643,276
10/03/2024,22,64.9922,5.01,6644,276
10/03/2024,23,53.47787,1.0,6645,276
10/03/2024,24,51.03306,1.0,6646,276
10/04/2024,1,50.03792,0.56993,6647,276
10/04/2024,2,48.01801,0.45,6648,277
10/04/2024,3,47.48745,0.14,6649,277
10/04/2024,4,47.54444,0.14,6650,277
10/04/2024,5,47.57878,0.14,6651,277
10/04/2024,6,49.35386,0.14,6652,277
10/04/2024,7,56.04498,0.5,6653,277
10/04/2024,8,47.49943,0.75,6654,277
10/04/2024,9,27.42401,0.14,6655,277
10/04/2024,10,24.0514,0.14,6656,277
10/04/2024,11,16.64403,0.14,6657,277
10/04/2024,12,22.31,0.14,6658,277
10/04/2024,13,23.49837,0.14,6659,277
10/04/2024,14,22.74076,0.14,6660,277
10/04/2024,15,19.21621,0.14,6661,277
10/04/2024,16,30.91463,0.14,6662,277
10/04/2024,17,46.8843,0.45,6663,277
10/04/2024,18,64.03998,0.75,6664,277
10/04/2024,19,94.11772,12.96,6665,277
10/04/2024,20,72.00756,1.0,6666,277
10/04/2024,21,64.73365,1.0,6667,277
10/04/2024,22,63.78277,1.0,6668,277
10/04/2024,23,58.32085,1.0,6669,277
10/04/2024,24,54.84156,0.75,6670,277
10/05/2024,1,52.79511,1.0,6671,277
