hour,day,total_cost,marginal_price,cost_NGCC 1,cost_NGCC 2,cost_NGCT 1,cost_NGCT 2,cost_Coal,cost_Hydro,cost_Wind,cost_PV
142,6,60714.85058654832,70.58113779,20750.0,18480.0,4084.8505865483135,0,16800.0,600.0,0.0,0
143,6,47659.535494176904,46.250561358,20750.0,9509.535494176904,0,0,16800.0,600.0,0.0,0
144,7,37557.3905840531,42.917230654,20157.3905840531,0,0,0,16800.0,600.0,0.0,0
145,7,31023.59721185329,41.99384677,13623.597211853292,0,0,0,16800.0,600.0,0.0,0
146,7,26732.3107941658,41.376173452,9332.310794165804,0,0,0,16800.0,600.0,0.0,0
147,7,24045.769447356837,40.98474391,6645.769447356836,0,0,0,16800.0,600.0,0.0,0
148,7,22074.996546528873,40.695208054,4674.996546528873,0,0,0,16800.0,600.0,0.0,0
149,7,12487.597709648473,29.372639551,0.0,0,0,0,11887.597709648473,600.0,0.0,0.0
150,7,1830.3572040034078,25.487391865,0.0,0,0,0,1230.3572040034078,600.0,0.0,0.0
151,7,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
152,7,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
153,7,125.8107121500002,1.5,0.0,0,0,0,0.0,125.8107121500002,0.0,0.0
154,7,234.54657405000012,1.5,0.0,0,0,0,0.0,234.54657405000012,0.0,0.0
155,7,97.14609974999985,1.5,0.0,0,0,0,0.0,97.14609974999985,0.0,0.0
156,7,136.98691740000004,1.5,0.0,0,0,0,0.0,136.98691740000004,0.0,0.0
157,7,111.38190855000062,1.5,0.0,0,0,0,0.0,111.38190855000062,0.0,0.0
158,7,47.41294215000039,1.5,0.0,0,0,0,0.0,47.41294215000039,0.0,0.0
159,7,3.796979699999838,1.5,0.0,0,0,0,0.0,3.796979699999838,0.0,0.0
160,7,21927.060500221192,40.673390884,4527.060500221191,0,0,0,16800.0,600.0,0.0,0.0
161,7,60712.99174399714,70.580874427,20750.0,18480.0,4082.991743997137,0,16800.0,600.0,0.0,0.0
162,7,53689.0540189024,47.026254882,20750.0,15539.054018902403,0,0,16800.0,600.0,0.0,0
163,7,54568.866784307924,47.13837504,20750.0,16418.866784307924,0,0,16800.0,600.0,0.0,0
164,7,50859.742336241616,46.66387155,20750.0,12709.742336241616,0,0,16800.0,600.0,0.0,0
165,7,42413.58457163866,45.564931854,20750.0,4263.584571638661,0,0,16800.0,600.0,0.0,0
166,7,33959.82481440224,42.41129446,16559.824814402233,0,0,0,16800.0,600.0,0.0,0
167,7,25147.851477208427,41.14576792,7747.851477208427,0,0,0,16800.0,600.0,0.0,0
