hour,day,demand,power_NGCC 1,power_NGCC 2,power_NGCT 1,power_NGCT 2,power_Coal,power_Hydro,power_Wind,power_PV,ptes_charge,ptes_discharge,ptes_power
0,1,1729.798967,62.68414699999994,0.0,0.0,0.0,600.0,400.0,667.11482,0.0,0,0,0
1,1,1619.461092,6.388214000000062,0.0,0.0,0.0,600.0,400.0,613.072878,0.0,0,0,0
2,1,1539.19394,0.0,0.0,0.0,0.0,562.1841720000001,400.0,577.009768,0.0,0,0,0
3,1,1480.840935,0.0,0.0,0.0,0.0,555.8959649999999,400.0,524.94497,0.0,0,0,0
4,1,1442.271664,0.0,0.0,0.0,0.0,569.8660060000001,400.0,472.405658,0.0,0,0,0
5,1,1432.063239,0.0,0.0,0.0,0.0,364.60112720000006,400.0,462.335402,205.12670980000001,0,0,0
6,1,1994.321497,0.0,0.0,0.0,0.0,0.0,376.7234288999998,434.022698,1183.5753701,0,0,0
7,1,2305.690025,0.0,0.0,0.0,0.0,0.0,218.4150327999996,331.263922,1756.0110702000002,0,0,0
8,1,2418.139828,0.0,0.0,0.0,0.0,0.0,48.67361329999994,437.001594,1932.4646206999998,0,0,0
9,1,2545.909201,0.0,0.0,0.0,0.0,0.0,61.30528550000008,481.105092,2003.4988234999998,0,0,0
10,1,2644.934163,0.0,0.0,0.0,0.0,0.0,100.61409790000016,552.994056,1991.3260090999997,0,0,0
11,1,2637.683362,0.0,0.0,0.0,0.0,0.0,73.6646794000003,610.6739419999999,1953.3447406,0,0,0
12,1,2588.378839,0.0,0.0,0.0,0.0,0.0,42.58356270000013,648.081512,1897.7137642999999,0,0,0
13,1,2705.662509,0.0,0.0,0.0,0.0,0.0,155.8270762000002,716.938854,1832.8965787999996,0,0,0
14,1,2636.038183,0.0,0.0,0.0,0.0,0.0,61.91795830000001,814.50433,1759.6158947000001,0,0,0
15,1,2461.321144,0.0,0.0,0.0,0.0,0.0,0.0,958.3792095000001,1502.9419345,0,0,0
16,1,2520.006882,0.0,0.0,0.0,0.0,247.05595519999997,400.0,1135.3289300000001,737.6219968,0,0,0
17,1,2519.470812,134.52930530000003,0.0,0.0,0.0,600.0,400.0,1337.155812,47.7856947,0,0,0
18,1,2469.754995,29.524064999999837,0.0,0.0,0.0,600.0,400.0,1440.23093,0.0,0,0,0
19,1,2476.026083,58.914559000000054,0.0,0.0,0.0,600.0,400.0,1417.1115240000001,0.0,0,0,0
20,1,2408.527549,38.94657099999995,0.0,0.0,0.0,600.0,400.0,1369.580978,0.0,0,0,0
21,1,2242.928311,0.0,0.0,0.0,0.0,543.3646010000002,400.0,1299.56371,0.0,0,0,0
22,1,2045.964392,0.0,0.0,0.0,0.0,391.3477600000001,400.0,1254.616632,0.0,0,0,0
23,1,1855.257696,0.0,0.0,0.0,0.0,244.90273200000001,400.0,1210.3549639999999,0.0,0,0,0
24,2,1705.149016,0.0,0.0,0.0,0.0,123.37037800000007,400.0,1181.778638,0.0,0,0,0
25,2,1608.966147,0.0,0.0,0.0,0.0,80.62312500000007,400.0,1128.343022,0.0,0,0,0
26,2,1553.062425,0.0,0.0,0.0,0.0,104.64875300000017,400.0,1048.413672,0.0,0,0,0
27,2,1512.561456,0.0,0.0,0.0,0.0,122.14401399999986,400.0,990.417442,0.0,0,0,0
28,2,1510.509604,0.0,0.0,0.0,0.0,198.3343500000001,400.0,912.175254,0.0,0,0,0
29,2,1597.334365,0.0,0.0,0.0,0.0,103.95749999999998,400.0,872.2896639999999,221.087201,0,0,0
30,2,2210.643993,0.0,0.0,0.0,0.0,0.0,89.84477970000034,822.0174779999998,1298.7817353,0,0,0
31,2,2708.809607,0.0,0.0,0.0,0.0,0.0,0.0,815.796064,1893.013543,0,0,0
32,2,2868.327229,0.0,0.0,0.0,0.0,0.0,0.0,854.1263,2014.200929,0,0,0
33,2,2976.049454,0.0,0.0,0.0,0.0,0.0,74.91312710000011,859.952284,2041.1840429,0,0,0
34,2,3004.401057,0.0,0.0,0.0,0.0,0.0,133.4933828000003,877.509326,1993.3983481999999,0,0,0
35,2,2985.125664,0.0,0.0,0.0,0.0,0.0,186.32780660000026,884.653406,1914.1444514,0,0,0
36,2,2888.02778,0.0,0.0,0.0,0.0,0.0,144.63983579999967,922.324594,1821.0633502,0,0,0
37,2,2826.328963,0.0,0.0,0.0,0.0,0.0,70.13258380000025,980.6635299999999,1775.5328491999999,0,0,0
38,2,2840.169721,0.0,0.0,0.0,0.0,0.0,0.0,1066.2606939999998,1773.9090270000004,0,0,0
