hour,day,demand,power_NGCC 1,power_NGCC 2,power_NGCT 1,power_NGCT 2,power_Coal,power_Hydro,power_Wind,power_PV,ptes_charge,ptes_discharge,ptes_power
115,5,2736.629761,500.0,400.0,287.4603224680981,0.0,600.0,400.0,308.03906800000004,0.0,0.0,241.1303705319018,241.1303705319018
116,5,2644.929541,500.0,400.0,164.7493514601696,0.0,600.0,400.0,339.48884200000003,0.0,0.0,240.69134753983022,240.69134753983022
117,5,2423.592948,500.0,371.0268635738489,0.0,0.0,600.0,400.0,330.393978,0.0,0.0,222.1721064261509,222.1721064261509
118,5,2164.112243,500.0,129.79780986844062,0.0,0.0,600.0,400.0,315.02497800000003,0.0,0.0,219.2894551315595,219.2894551315595
119,5,1919.271779,354.876564059529,0.0,0.0,0.0,600.0,400.0,357.65220800000003,0.0,0.0,206.74300694047082,206.74300694047082
120,6,1711.914582,259.2302838541737,0.0,0.0,0.0,600.0,400.0,367.80154799999997,0.0,0.0,84.88275014582665,84.88275014582665
121,6,1584.621202,187.87426400000004,0.0,0.0,0.0,600.0,400.0,396.746938,0.0,-0.0,0.0,0.0
122,6,1521.032277,84.68973100000017,0.0,0.0,0.0,600.0,400.0,436.34254599999997,0.0,-0.0,0.0,0.0
123,6,1483.026804,0.0,0.0,0.0,0.0,577.8796380000001,400.0,505.14716599999997,0.0,-0.0,0.0,0.0
124,6,1487.759003,0.0,0.0,0.0,0.0,547.7877369999999,400.0,539.971266,0.0,-0.0,0.0,0.0
125,6,1562.69319,0.0,0.0,0.0,0.0,374.3548307000001,400.0,520.83251,267.5058492999999,-0.0,0.0,0.0
126,6,2341.611297,0.0,0.0,0.0,0.0,320.5619330439218,400.0,424.58512999999994,1427.3015677,230.83733374392224,0.0,-230.83733374392224
127,6,2664.075538,0.0,0.0,0.0,0.0,227.5735312385184,400.0,275.03394,2082.4218422999998,320.953775538518,0.0,-320.953775538518
128,6,2740.382247,0.0,0.0,0.0,0.0,184.34196672570346,400.0,282.757984,2197.4540584,324.17176212570405,0.0,-324.17176212570405
129,6,2826.601619,0.0,0.0,0.0,0.0,285.1961362615585,400.0,280.569944,2177.1050867,316.2695479615585,0.0,-316.2695479615585
130,6,2829.72561,0.0,0.0,0.0,0.0,313.3145311144541,400.0,297.177956,2127.93493,308.7018071144539,0.0,-308.7018071144539
131,6,2842.438773,0.0,0.0,0.0,0.0,317.365749083726,400.0,312.99511,2096.7714825000003,284.69356858372663,0.0,-284.69356858372663
132,6,2864.70876,0.0,0.0,0.0,0.0,317.11562630962,400.0,325.095232,2120.4031108,297.90520910962,0.0,-297.90520910962
133,6,2923.741094,0.0,0.0,0.0,0.0,317.18542443665194,400.0,336.536306,2164.8016622,294.78229863665166,0.0,-294.78229863665166
134,6,2900.842612,0.0,0.0,0.0,0.0,317.61838731783615,400.0,333.90011400000003,2157.1131118000003,307.78900111783634,0.0,-307.78900111783634
135,6,2814.960594,0.0,0.0,0.0,0.0,325.9524924316664,400.0,337.221716,1930.3661604999998,178.5797749316664,0.0,-178.5797749316664
136,6,2876.945931,425.05082713855415,0.0,0.0,0.0,600.0,400.0,331.1848359999998,906.2650969,0.0,214.44517096144577,214.44517096144577
137,6,2876.839642,500.0,400.0,348.80515607193047,0.0,600.0,400.0,376.60643,9.6564028,0.0,241.77165312806963,241.77165312806963
138,6,2827.86323,500.0,400.0,284.59255662919014,0.0,600.0,400.0,401.67661799999996,0.0,0.0,241.59405537080988,241.59405537080988
139,6,2799.428445,500.0,400.0,276.0553263420078,0.0,600.0,400.0,381.852452,0.0,0.0,241.52066665799208,241.52066665799208
140,6,2688.40662,500.0,400.0,206.0795819192738,0.0,600.0,400.0,341.044196,0.0,0.0,241.2828420807265,241.2828420807265
141,6,2476.118509,500.0,400.0,29.529335674363633,0.0,600.0,400.0,305.771944,0.0,0.0,240.81722932563596,240.81722932563596
142,6,2249.254855,500.0,235.39473029257945,0.0,0.0,600.0,400.0,291.141076,0.0,0.0,222.7190487074206,222.7190487074206
143,6,2009.137347,493.3363990285444,0.0,0.0,0.0,600.0,400.0,300.710454,0.0,0.0,215.0904939714555,215.0904939714555
144,7,1799.622009,394.4416573249399,0.0,0.0,0.0,600.0,400.0,313.4169,0.0,0.0,91.76345167506021,91.76345167506021
