hour,day,demand,power_NGCC 1,power_NGCC 2,power_NGCT 1,power_NGCT 2,power_Coal,power_Hydro,power_Wind,power_PV,ptes_charge,ptes_discharge,ptes_power
66,3,2486.23913,78.96316449506392,0.0,0.0,0.0,600.0,400.0,1245.073616,0.0,0,162.2023495049361,162.2023495049361
67,3,2494.682223,99.07267011418384,0.0,0.0,0.0,600.0,400.0,1196.145886,0.0,0,199.46366688581594,199.46366688581594
68,3,2429.563652,131.84183473953385,0.0,0.0,0.0,600.0,400.0,1098.29043,0.0,0,199.43138726046595,199.43138726046595
69,3,2256.37626,155.3730252754477,0.0,0.0,0.0,600.0,400.0,901.604124,0.0,0,199.39911072455234,199.39911072455234
70,3,2039.753381,79.60113030870818,0.0,0.0,0.0,600.0,400.0,769.636338,0.0,0,190.5159126912918,190.5159126912918
71,3,1825.154625,78.40108695156607,0.0,0.0,0.0,600.0,400.0,641.4910299999999,0.0,0,105.26250804843392,105.26250804843392
72,4,1671.432098,132.43622399999992,0.0,0.0,0.0,600.0,400.0,538.9958740000001,0.0,0,0.0,0.0
73,4,1566.538101,114.61565700000011,0.0,0.0,0.0,600.0,400.0,451.922444,0.0,0,0.0,0.0
74,4,1510.329374,140.99883599999993,0.0,0.0,0.0,600.0,400.0,369.330538,0.0,0,0.0,0.0
75,4,1474.79629,130.77941367946096,0.0,0.0,0.0,600.0,400.0,304.585656,0.0,0,39.43122032053906,39.43122032053906
76,4,1485.041686,130.82369463314134,0.0,0.0,0.0,600.0,400.0,249.752856,0.0,0,104.46513536685869,104.46513536685869
77,4,1558.058038,56.35281099999986,0.0,0.0,0.0,600.0,400.0,226.55436400000002,275.150863,0,0.0,0.0
78,4,2213.643209,0.0,0.0,0.0,0.0,361.6991494374063,400.0,186.19426199999998,1418.5333122,152.78351463740643,0.0,-152.78351463740643
79,4,2698.157538,0.0,0.0,0.0,0.0,361.77584619068773,400.0,160.939538,2051.9375640999997,276.4954102906877,0.0,-276.4954102906877
80,4,2817.3498,0.0,0.0,0.0,0.0,347.78035550620433,400.0,168.9008399999998,2186.0823179,285.41371340620407,0.0,-285.41371340620407
81,4,2873.526178,0.0,0.0,0.0,0.0,361.75762361584725,400.0,170.904346,2169.2772184,228.41301001584728,0.0,-228.41301001584728
