hour,day,charge_power,discharge_power,profit,mass_norm,charge_m_norm,discharge_m_norm,t_hh,t_lh,t_hc,t_lc,mode,eff_com,eff_exp,power_milp,power_physical,power_mismatch
79,4,273.3485434210982,0.0,-7814.020676787628,3.8344360719232786,0.8088499301359987,0.0,1011.7262365665599,767.053485752564,307.77248770363525,239.803256772641,char,0.8699912764047365,0.9299955149851441,-273.1066468684212,-273.3485434210982,-0.24189655267701937
80,4,296.27484482186725,0.0,-8469.43562939128,4.7111489439788485,0.8767128720555701,0.0,1011.8287225393608,767.0065954039887,307.7715254548649,239.7856082568717,char,0.8699927299827748,0.9299956205452785,-296.0204406684211,-296.27484482186725,-0.25440415344615985
81,4,225.28461958929336,0.0,-6440.051993458834,5.377648963482978,0.6665000195041292,0.0,1012.0136665152401,766.9597097444483,307.7705633023194,239.72394759547112,char,0.8699855113376409,0.9299936199648549,-225.0424691684211,-225.28461958929336,-0.2421504208722638
82,4,185.7866740847371,0.0,-5310.93935207962,5.927189811856436,0.549540848373458,0.0,1012.1882661602381,766.9128287734738,307.7696012459891,239.65938779757212,char,0.8699786445665634,0.9299912536320093,-185.55142656842145,-185.7866740847371,-0.23524751631563845
83,4,176.8373945786895,0.0,-5055.115952669031,6.450221380765345,0.5230315689089088,0.0,1012.3307508342428,766.8659524905964,307.76863928586454,239.60319238894124,char,0.8699761622266033,0.9299901839118151,-176.60061856842123,-176.8373945786895,-0.23677601026827233
84,4,179.29891098886935,0.0,-5125.491548521989,6.980526448494714,0.5303050677293689,0.0,1012.4419852796011,766.8190808953474,307.76767742193596,239.5562282719668,char,0.8699760881041729,0.9299899404966885,-179.05650166842136,-179.29891098886935,-0.24240932044799024
85,4,190.07211735205402,0.0,-5433.475127062682,7.542710820185474,0.5621843716907603,0.0,1012.521355349916,766.7722139872578,307.7667156541938,239.5192710766872,char,0.8699777270633605,0.9299902861028467,-189.8204882684213,-190.07211735205402,-0.25162908363273573
86,4,118.53437447572747,0.0,-3388.425914077114,7.8931334264452,0.35042260625972615,0.0,1012.6109257075279,766.725351765859,307.7657539826283,239.47543984438892,char,0.8699568105899135,0.9299817423079392,-118.31952926842132,-118.53437447572747,-0.21484520730615486
87,4,186.07307977852577,0.0,-5319.172170482008,8.443449993667432,0.5503165672222314,0.0,1012.6611568482041,766.6784942306824,307.76479240723006,239.44665626730614,char,0.8699756892470841,0.9299891136853428,-185.81334656842137,-186.07307977852577,-0.2597332101044003
88,4,0,207.97768437249402,8756.217904088813,7.570635477477127,0,0.8728145161903043,1012.5897057325193,767.5781923075664,308.8205842734612,239.45252660167944,dis,0.86998961201786,0.929983800812278,206.74357444999737,207.97768437249402,1.234109922496657
89,4,0,237.66597947888596,17425.371422592292,6.570635477477127,0,1.0,1012.5182617619461,767.405887995835,309.2213918645428,239.4583963490193,dis,0.8699889565114598,0.9299893034303123,236.87,237.66597947888596,0.795979478885954
90,4,0,237.62758580800872,17062.056330411826,5.570635477477127,0,1.0,1012.4468249357699,767.3213931108752,309.3426207936196,239.4642655093844,dis,0.8699888417077288,0.92998955676551,236.87,237.62758580800872,0.757585808008713
91,4,0,237.58919581615984,17114.76854350023,4.570635477477127,0,1.0,1012.3753952532763,767.256691492597,309.40084124479444,239.47013408283348,dis,0.8699887261160324,0.9299898062324297,236.87,237.58919581615984,0.7191958161598393
92,4,0,237.5508095034644,16988.38088761241,3.5706354774771274,0,1.0,1012.303972713751,767.1996001420014,309.43484509077877,239.47600206942522,dis,0.8699886097367938,0.9299900518306579,236.87,237.5508095034644,0.6808095034643884
93,4,0,237.5124268695707,11203.393359650327,2.5706354774771274,0,1.0,1012.2325573164796,767.146233954405,309.45700288781853,239.48186946921828,dis,0.8699884925706238,0.9299902935598878,236.87,237.5124268695707,0.6424268695706985
94,4,0,237.47404791473835,10916.61461944873,1.5706354774771274,0,1.0,1012.161149060748,767.0949689680651,309.4724854889141,239.48773628227138,dis,0.8699883746178895,0.9299905314196772,236.87,237.47404791473835,0.6040479147383451
95,4,0,237.43567263867232,10094.721483597345,0.5706354774771274,0,1.0,1012.089747945842,767.0450063194384,309.4838365529431,239.49360250864316,dis,0.8699882558791786,0.9299907654097069,236.87,237.43567263867232,0.5656726386723108
96,5,0,113.07530215641124,4776.489577929439,0.09999999999999998,0,0.4706354774771274,1012.0183539710474,767.0565673136662,309.2807004244449,239.4994681483923,dis,0.8699917701067955,0.9299585402583666,111.47942555000718,113.07530215641124,1.5958766064040617
97,5,0,24.418530348497068,1027.9634613442593,0.0,0,0.1,1011.9469671356503,767.0096766569347,309.27958735440245,239.50533320157749,dis,0.8699963461105069,0.9298884492372853,23.687,24.418530348497068,0.731530348497067
98,5,0,0.0,0.0,0.0,0,0.0,1011.8755874389367,766.962790689269,309.278474395667,239.51119766825735,idle,,,0.0,0.0,0.0
99,5,0,0.0,0.0,0.0,0,0.0,1011.8042148801928,766.9159094102001,309.2773615482274,239.51706154849055,idle,,,0.0,0.0,0.0
100,5,0,0.0,0.0,0.0,0,0.0,1011.7328494587048,766.8690328192591,309.2762488120726,239.52292484233573,idle,,,0.0,0.0,0.0
101,5,0,0.0,0.0,0.0,0,0.0,1011.6614911737589,766.8221609159772,309.2751361871914,239.5287875498515,idle,,,0.0,0.0,0.0
102,5,210.00131540158822,0.0,-5890.960510201303,0.6211950491264642,0.6211950491264642,0.0,1014.0300192246466,766.7752936998855,309.27402367357263,239.23847015435567,char,0.8699834463643606,0.929991348613162,-209.74533173251027,-210.00131540158822,-0.2559836690779491
103,5,337.9649636511304,0.0,-9216.471021892152,1.6211950491264642,1.0,0.0,1012.6057141955155,766.7284311705156,309.27291127120526,239.72516344658794,char,0.8699946293937035,0.929993748310254,-337.64810590080845,-337.9649636511304,-0.31685775032195806
104,5,337.97390651707036,0.0,-9411.582126228015,2.621195049126464,1.0,0.0,1012.227060905679,766.6815733273985,309.27179898007813,239.84096884851658,char,0.8699943316488961,0.9299933894428464,-337.64810590080845,-337.97390651707036,-0.32580061626191537
105,5,337.63925842594807,0.0,-9471.727518042286,3.620178052252211,0.9989830031257472,0.0,1012.0293374400038,766.6347201700657,309.2706868001801,239.8925969593432,char,0.8699940087655824,0.9299930198769119,-337.30471883250993,-337.63925842594807,-0.3345395934381372
106,5,337.9918061597054,0.0,-9394.058992707776,4.620178052252211,1.0,0.0,1011.8926480657866,766.5878716980487,309.2695747315001,239.92258396575198,char,0.8699937116810214,0.9299926414896003,-337.64810590080845,-337.9918061597054,-0.3437002588969449
107,5,318.70556046395956,0.0,-8940.592773778979,5.563077871823649,0.9428998195714383,0.0,1011.8377411693682,766.5410279108789,309.26846277402694,239.92333982534888,char,0.8699925833902056,0.929992348421359,-318.3683381325102,-318.70556046395956,-0.3372223314493681
108,5,287.86232569309635,0.0,-8075.3329066806145,6.414650846490293,0.8515729746666447,0.0,1011.8488558501222,766.4941888080879,309.26735092774953,239.90065978448786,char,0.8699896938052807,0.9299914011825524,-287.53200193250973,-287.86232569309635,-0.33032376058662294
109,5,278.11550957983644,0.0,-7801.912919428453,7.2373515901873855,0.8227007436970929,0.0,1011.8615022640906,766.447354389207,309.26623919265677,239.87746250674124,char,0.8699884214536355,0.9299907981053278,-277.7833478325099,-278.11550957983644,-0.3321617473265519
110,5,247.11959054660232,0.0,-6932.363078771382,7.968286625270959,0.7309350350835739,0.0,1011.9036695972832,766.4005246537681,309.2651275687375,239.8437661596887,char,0.8699846973537336,0.9299895342123111,-246.79883013250972,-247.11959054660232,-0.3207604140926037
111,5,160.7100028536608,0.0,-4508.265489360047,8.44344999366741,0.47516336839645135,0.0,1011.996991099202,766.3536996013028,309.2640160559806,239.79190499113568,char,0.8699678228289829,0.9299832696128525,-160.43801133250986,-160.7100028536608,-0.2719915211509374
112,5,0,236.95420956393676,10008.955987698753,7.443449993667411,0,1.0,1011.9256064000921,767.1875814892926,309.6039420905197,239.79774080063657,dis,0.86999474404131,0.9299972488202379,236.87,236.95420956393676,0.08420956393675283
113,5,0,236.91590172676925,17332.41873288118,6.443449993667411,0,1.0,1011.854228839452,767.1414141207302,309.6031573716579,239.80357602655653,dis,0.8699946610572283,0.9299973652421973,236.87,236.91590172676925,0.04590172676924453
114,5,0,236.87759755848836,17272.513641310336,5.443449993667411,0,1.0,1011.782858416568,767.095251520524,309.6023727087937,239.8094106689539,dis,0.8699945772549301,0.9299974778209416,236.87,236.87759755848836,0.007597558488356526
115,5,0,236.83929705945968,17269.732749468913,4.443449993667411,0,1.0,1011.7114951307263,767.0490936879667,309.60158810192945,239.815244727887,dis,0.869994492634816,0.9299975865560653,236.87,236.83929705945968,-0.030702940540322743
116,5,0,236.80100022811786,16975.410509441754,3.443449993667411,0,1.0,1011.6401389812132,767.0029406228967,309.60080355104725,239.82107820341423,dis,0.8699944071977916,0.9299976914473559,236.87,236.80100022811786,-0.06899977188214734
117,5,0,236.76270706531795,11160.666704991274,2.443449993667411,0,1.0,1011.5687899673151,766.9567923246735,309.60001905614706,239.8269110955939,dis,0.8699943209441309,0.9299977924943568,236.87,236.76270706531795,-0.10729293468205015
118,5,0,236.72441757207702,10812.192968428157,1.4434499936674108,0,1.0,1011.4974480883184,766.9106487924863,309.5992346172347,239.83274340448438,dis,0.8699942338740552,0.9299978896966048,236.87,236.72441757207702,-0.1455824279229887
119,5,0,236.68613174730433,9928.888702764583,0.4434499936674108,0,1.0,1011.4261133435095,766.8645100258337,309.598450234305,239.83857513014394,dis,0.8699941459883478,0.9299979830538391,236.87,236.68613174730433,-0.18386825269567453
120,6,0,106.29456042372512,4403.455277605593,0.0,0,0.4434499936674108,1011.3547857321752,766.8176385748311,309.5973053892816,239.84440627263095,dis,0.8699965475740679,0.9299748230890211,105.0399999999996,106.29456042372512,1.254560423725522
121,6,0,0.0,0.0,0.0,0,0.0,1011.283465253602,766.7707718109737,309.59616065874263,239.8502368320037,idle,,,0.0,0.0,0.0
