mode,m_norm,beta_norm,power,t_hh,t_lh,t_hc,t_lc,hourly_profit,eff_ex,eff_com,eff_exp,mass_norm,vio_choke_com,vio_choke_exp,vio_surge,vio_beta,vio_t13,vio_error,n,p_exp,alpha_com,alpha_exp,day,date,hour,global_hour,hour_of_day
idle,0.0,0.0,0.0,1012.0408497445509,752.8231328184056,310.81744963597293,237.42531153815943,0.0,0.9998461165991753,,,0.0,0,0,0,0,0,0,,,,,5,Day_5,96,96,0
idle,0.0,0.0,0.0,1011.9694606595764,752.7776655051238,310.8161828910093,237.43138400700565,0.0,0.9998461144173528,,,0.0,0,0,0,0,0,0,,,,,5,Day_5,97,97,1
idle,0.0,0.0,0.0,1011.8980787135105,752.7322027385733,310.8149162727202,237.43745586860496,0.0,0.9998461122355293,,,0.0,0,0,0,0,0,0,,,,,5,Day_5,98,98,2
idle,0.0,0.0,0.0,1011.8267039056391,752.6867445182994,310.8136497810929,237.4435271230181,0.0,0.9998461100537062,,,0.0,0,0,0,0,0,0,,,,,5,Day_5,99,99,3
idle,0.0,0.0,0.0,1011.7553362352485,752.6412908438475,310.8123834161148,237.44959777030581,0.0,0.9998461078718839,,,0.0,0,0,0,0,0,0,,,,,5,Day_5,100,100,4
idle,0.0,0.0,0.0,1011.683975701625,752.5958417147631,310.8111171777732,237.4556678105288,0.0,0.9998461056900602,,,0.0,0,0,0,0,0,0,,,,,5,Day_5,101,101,5
idle,0.0,0.0,0.0,1011.6126223040548,752.5503971305916,310.80985106605544,237.46173724374776,0.0,0.9998461035082374,,,0.0,0,0,0,0,0,0,,,,,5,Day_5,102,102,6
char,1.091636396104384,1.0414807806873778,-331.7358477778812,1013.0785110324188,752.5049570908785,310.80858508094883,237.2510978082147,-9489.164596630224,0.8548069796017221,0.8640880698046295,0.9267826943007756,1.091636396104384,0,0,0,0,0,0,1.0,1.0,7.14686981538879,2.276996307423911,5,Day_5,103,103,7
char,1.1212573260619882,1.0400523640737582,-341.3709372247386,1013.0432576099915,752.4595215951695,310.8073192224407,237.37987833100968,-9346.422199951096,0.8529656612804023,0.8614438470078251,0.925620416925914,2.2128937221663723,0,0,0,0,0,0,1.0,1.0,8.195824844257228,4.608028293732463,5,Day_5,104,104,8
char,1.1223352344817643,1.0401114477893063,-341.7811995751165,1013.00769826482,752.4140906430099,310.8060534905184,237.42464025758952,-9342.407946350035,0.8527747787596324,0.861327233998855,0.9255532594970607,3.3352289566481366,0,0,0,0,0,0,1.0,1.0,8.24384663387685,4.685297665608335,5,Day_5,105,105,9
char,1.1155369465122953,1.0406229026856515,-339.62105496554153,1012.9718835665147,752.3686642339455,310.80478788516933,237.42862550400633,-9392.43423633668,0.853101467094653,0.8619668374705521,0.9259167534537452,4.450765903160432,0,0,0,0,0,0,1.0,1.0,8.01237523398186,4.104061746623923,5,Day_5,106,106,10
char,1.1016415658865935,1.0414872418310819,-335.1785099525203,1012.9357413376267,752.3232423675221,310.8035224063808,237.40587612523908,-9468.263324112973,0.8537974427722939,0.8632097228226187,0.92647107367884,5.552407469047026,0,0,0,0,0,0,1.0,1.0,7.534319979176529,2.9848224408499995,5,Day_5,107,107,11
char,1.0564624720504205,1.0434419307531217,-320.8628501064021,1012.8985090101987,752.2778250432854,310.80225705414017,237.34857340097915,-9567.562262928222,0.8555872241724303,0.8664536929228164,0.9269593943969823,6.6088699410974465,0,0,0,0,0,0,1.0,1.0,6.01098874922823,-0.22541415287617284,5,Day_5,108,108,12
idle,0.0,0.0,0.0,1012.8270341592977,752.2324122607811,310.80099182843475,237.35465354363907,0.0,0.999852776732946,,,6.6088699410974465,0,0,0,0,0,0,,,,,5,Day_5,109,109,13
idle,0.0,0.0,0.0,1012.7555664558818,752.1870040195549,310.7997267292519,237.36073307828474,0.0,0.9998527747709967,,,6.6088699410974465,0,0,0,0,0,0,,,,,5,Day_5,110,110,14
idle,0.0,0.0,0.0,1012.6841058992362,752.141600319153,310.798461756579,237.36681200497694,0.0,0.999852772808997,,,6.6088699410974465,0,0,0,0,0,0,,,,,5,Day_5,111,111,15
dis,1.0411829345103345,1.0534588660922901,215.81942766509746,1012.6126524886463,752.92796585465,310.61190877899776,237.37289032377646,10303.730968775319,0.8049338558739475,0.8646375595314003,0.9259023709262408,5.5676870065871125,0,0,0,0,0,0,1.0,1.0,7.824525746367983,-1.785786143328778,5,Day_5,112,112,16
dis,1.122472377912737,1.0623236947596024,231.17839233508298,1012.5412062233975,753.0416124748588,310.62268198013027,237.3789680347441,13379.83090074028,0.7950349721057458,0.8547925776631022,0.9243692987744202,4.445214628674376,0,0,0,0,0,0,1.0,1.0,12.359497189462655,2.552413487217276,5,Day_5,113,113,17
dis,1.1721518996147149,1.0699100300870286,238.87210486349633,1012.4697671027751,752.9120265355696,310.7159638291988,237.38504513794064,16993.77956617264,0.7840895163974263,0.8445689239305695,0.9213125108330417,3.273062729059661,0,0,0,0,0,0,1.0,1.0,15.772046185255117,5.383651426152962,5,Day_5,114,114,18
dis,1.1245605039649114,1.0624984746945916,231.4612173886655,1012.3983351260648,752.9627122522351,310.7108698997086,237.39112163342685,13487.552980656665,0.7948663691507579,0.8544452640661196,0.9242928604371891,2.1485022250947496,0,0,0,0,0,0,1.0,1.0,12.486155633501017,2.6678047736189185,5,Day_5,115,115,19
dis,1.077067726341164,1.0570026288325605,222.83858063844553,1012.3269102925522,753.1136683931736,310.6581222357806,237.39719752126354,11436.1717789547,0.8019528017337088,0.8612474408616155,0.9256833616917952,1.0714344987535855,0,0,0,0,0,0,1.0,1.0,9.696470025532623,0.060201915288704555,5,Day_5,116,116,20
dis,1.0714344987535855,1.0751644225560228,222.19175885320277,1012.2554926015229,753.0681720263343,310.656871423557,237.40327280151143,11007.924103396856,0.8002089993474278,0.8565137824665273,0.9226119511759772,0.0,0,0,0,0,0,0,1.0,1.0,12.374045585753235,-1.6587473754690691,5,Day_5,117,117,21
idle,0.0,0.0,0.0,1012.1840820522627,753.0226802091316,310.6556207364146,237.4093474742313,0.0,0.9998461277669025,,,0.0,0,0,0,0,0,0,,,,,5,Day_5,118,118,22
idle,0.0,0.0,0.0,1012.1126786440575,752.9771929411107,310.65437017434095,237.4154215394839,0.0,0.9998461255849453,,,0.0,0,0,0,0,0,0,,,,,5,Day_5,119,119,23
