mode,m_norm,beta_norm,power,t_hh,t_lh,t_hc,t_lc,hourly_profit,eff_ex,eff_com,eff_exp,mass_norm,vio_choke_com,vio_choke_exp,vio_surge,vio_beta,vio_t13,vio_error,n,p_exp,alpha_com,alpha_exp,day,date,hour,global_hour,hour_of_day
idle,0.0,0.0,0.0,1011.5746619889784,751.400285181002,311.56163280232664,237.92989779577672,0.0,0.9998460405040974,,,0.0,0,0,0,0,0,0,,,,,3,Day_3,48,48,0
idle,0.0,0.0,0.0,1011.5033195227795,751.354960152484,311.5602916390464,237.93591980599717,0.0,0.9998460383229263,,,0.0,0,0,0,0,0,0,,,,,3,Day_3,49,49,1
idle,0.0,0.0,0.0,1011.4319841908273,751.3096396564687,311.55895060988246,237.9419412140166,0.0,0.999846036141755,,,0.0,0,0,0,0,0,0,,,,,3,Day_3,50,50,2
idle,0.0,0.0,0.0,1011.3606559924082,751.264323692503,311.55760971482147,237.94796201989521,0.0,0.9998460339605849,,,0.0,0,0,0,0,0,0,,,,,3,Day_3,51,51,3
idle,0.0,0.0,0.0,1011.2893349268089,751.2190122601338,311.55626895384995,237.95398222369323,0.0,0.9998460317794139,,,0.0,0,0,0,0,0,0,,,,,3,Day_3,52,52,4
idle,0.0,0.0,0.0,1011.2180209933163,751.1737053589078,311.55492832695455,237.96000182547087,0.0,0.9998460295982444,,,0.0,0,0,0,0,0,0,,,,,3,Day_3,53,53,5
idle,0.0,0.0,0.0,1011.1467141912169,751.1284029883719,311.55358783412186,237.96602082528833,0.0,0.9998460274170735,,,0.0,0,0,0,0,0,0,,,,,3,Day_3,54,54,6
char,1.1146816483409518,1.0440855790548682,-340.93174577418125,1013.0785273288966,751.0831051480731,311.55224747533845,237.22651879908378,-11387.628297158859,0.8533001507519358,0.8617168555654177,0.9257471586246083,1.1146816483409518,0,0,0,0,0,0,1.0,1.0,8.254952621321475,3.6833559218854255,3,Day_3,55,55,7
char,1.125032742022507,1.0435978893146995,-344.37717346606877,1013.0429513607938,751.0378118375583,311.5509072505909,237.27617549267873,-11294.779222188083,0.8525194060527841,0.8606986095524155,0.925238975096714,2.239714390363459,0,0,0,0,0,0,1.0,1.0,8.627659644842423,4.519696227406669,3,Day_3,56,56,8
char,1.1177892569446854,1.0441506724018992,-342.0618024795181,1013.0071073390436,750.9925230563745,311.54956715986583,237.2671874547308,-11371.991710006645,0.8528684437438615,0.8613965089655176,0.9255964615085766,3.3575036473081443,0,0,0,0,0,0,1.0,1.0,8.382937296894921,3.9077393444956208,3,Day_3,57,57,9
