mode,m_norm,beta_norm,power,t_hh,t_lh,t_hc,t_lc,hourly_profit,eff_ex,eff_com,eff_exp,mass_norm,vio_choke_com,vio_choke_exp,vio_surge,vio_beta,vio_t13,vio_error,n,p_exp,alpha_com,alpha_exp,day,date,hour,global_hour,hour_of_day
idle,0.0,0.0,0.0,1012.0064630260875,751.7475310395021,311.14905443613856,237.30663522469453,0.0,0.9998460614176717,,,0.0,0,0,0,0,0,0,,,,,4,Day_4,72,72,0
idle,0.0,0.0,0.0,1011.935077379785,751.7021712863981,311.14775453069495,237.3127195611721,0.0,0.9998460592361451,,,0.0,0,0,0,0,0,0,,,,,4,Day_4,73,73,1
idle,0.0,0.0,0.0,1011.8636988720469,751.6568160692694,311.14645475524185,237.318803289216,0.0,0.9998460570546185,,,0.0,0,0,0,0,0,0,,,,,4,Day_4,74,74,2
idle,0.0,0.0,0.0,1011.7923275021598,751.6114653876625,311.14515510976634,237.3248864088871,0.0,0.9998460548730926,,,0.0,0,0,0,0,0,0,,,,,4,Day_4,75,75,3
idle,0.0,0.0,0.0,1011.7209632694096,751.5661192411237,311.14385559425534,237.33096892024622,0.0,0.9998460526915669,,,0.0,0,0,0,0,0,0,,,,,4,Day_4,76,76,4
idle,0.0,0.0,0.0,1011.6496061730827,751.5207776291996,311.1425562086959,237.33705082335422,0.0,0.9998460505100405,,,0.0,0,0,0,0,0,0,,,,,4,Day_4,77,77,5
idle,0.0,0.0,0.0,1011.5782562124654,751.4754405514367,311.141256953075,237.3431321182719,0.0,0.9998460483285148,,,0.0,0,0,0,0,0,0,,,,,4,Day_4,78,78,6
char,1.1146338819235915,1.0431784901098657,-340.4992900905246,1013.0785291152059,751.4301080073816,311.1399578273797,237.25419377749841,-9701.805412634507,0.8533991991600669,0.861810688286757,0.9258146591570229,1.1146338819235915,0,0,0,0,0,0,1.0,1.0,8.180608160919366,3.766056913928285,4,Day_4,79,79,7
char,1.141014170664391,1.0416805530138749,-349.24026050116726,1013.0432167952866,751.3847799965808,311.13865883159696,237.3991645148285,-9488.864862621926,0.8514334079200779,0.8591351381846145,0.9241700488537168,2.2556480525879827,0,0,0,0,0,0,1.0,1.0,9.124963891433936,6.015918453352974,4,Day_4,80,80,8
char,1.1486378055398982,1.0412887158084099,-351.8454337339984,1013.0077777139021,751.3394565185812,311.1373599657138,237.4801423086658,-9402.56255911653,0.850686584647808,0.8582900733267477,0.9234774864073354,3.404285858127881,0,0,0,0,0,0,1.0,1.0,9.408141149149095,6.714141225268055,4,Day_4,81,81,9
char,1.1244763795688788,1.0429684678240037,-343.8915858929561,1012.971611367729,751.2941375729293,311.13606122971726,237.4457099342985,-9650.10342078761,0.8524052826395353,0.8608213357507859,0.9253087711244685,4.52876223769676,0,0,0,0,0,0,1.0,1.0,8.555656280266732,4.535753186787673,4,Day_4,82,82,10
char,1.1319426534348633,1.042629209228801,-346.40790483493004,1012.9358066239757,751.248823159172,311.13476262359427,237.44049949446546,-9595.031313256035,0.8517684021484235,0.8600524944852693,0.9248466089567711,5.660704891131623,0,0,0,0,0,0,1.0,1.0,8.829570202805282,5.161050272486758,4,Day_4,83,83,11
char,1.0588333467632496,1.0462872620233106,-322.9079223711865,1012.898075859061,751.2035132768561,311.1334641473319,237.35239452463594,-9880.627225843698,0.8552994449529193,0.8660731365159409,0.9265736030864492,6.719538237894872,0,0,0,0,0,0,1.0,1.0,6.340067476965494,-0.31411316537543854,4,Day_4,84,84,12
idle,0.0,0.0,0.0,1012.8266010514751,751.1582079255285,311.13216580091716,237.3584742851835,0.0,0.9998528377462672,,,6.719538237894872,0,0,0,0,0,0,,,,,4,Day_4,85,85,13
idle,0.0,0.0,0.0,1012.75513339137,751.1129071047359,311.13086758433707,237.36455343775498,0.0,0.999852835786368,,,6.719538237894872,0,0,0,0,0,0,,,,,4,Day_4,86,86,14
idle,0.0,0.0,0.0,1012.6836728780308,751.0676108140254,311.12956949757864,237.37063198241123,0.0,0.9998528338264175,,,6.719538237894872,0,0,0,0,0,0,,,,,4,Day_4,87,87,15
dis,1.1068404921448807,1.0562978648032502,228.25764809560638,1012.612219510743,752.003990740487,310.9643287696006,237.376709919213,13009.343786478763,0.7990377018308336,0.8584035740559786,0.9254307911767485,5.612697745749991,0,0,0,0,0,0,1.0,1.0,10.758847349403666,2.052937064346615,4,Day_4,88,88,16
dis,1.1251727759138952,1.0588806698532187,231.42888654666908,1012.5407732887919,752.4582079531118,310.89795293152804,237.3827872482211,13938.961836705877,0.7959718455995832,0.8554416724840639,0.9246359824630417,4.487524969836096,0,0,0,0,0,0,1.0,1.0,11.943180845494261,3.06260629149865,4,Day_4,89,89,17
dis,1.1656888565044528,1.0658480195852211,237.81113833916348,1012.469334211463,752.5662631793284,310.9238221722574,237.3888639694963,16884.59082208061,0.7869808985704828,0.847163951522415,0.9220129800413231,3.321836113331644,0,0,0,0,0,0,1.0,1.0,14.845518663065471,5.324533554070722,4,Day_4,90,90,18
dis,1.1250733146517768,1.058789848710732,231.34140709890528,1012.3979022780418,752.779926451147,310.8821267800019,237.39494008309936,13933.692949567065,0.7961920801447769,0.8554635787902521,0.9246537646384496,2.196762798679867,0,0,0,0,0,0,1.0,1.0,11.93450549783448,3.0531558743681266,4,Day_4,91,91,19
