mode,m_norm,beta_norm,power,t_hh,t_lh,t_hc,t_lc,hourly_profit,eff_com,eff_exp,mass_norm,vio_choke,vio_surge,vio_beta,day,date,hour,global_hour,hour_of_day
idle,0.0,0.0,0.0,1009.6126037760932,765.2181457134501,309.58294724428606,239.99897292295677,0.0,,,0.0,0,0,0,5,Day_5,96,96,0
idle,0.0,0.0,0.0,1009.5414575157156,765.1714388988787,309.5818039495616,240.00478802566448,0.0,,,0.0,0,0,0,5,Day_5,97,97,1
idle,0.0,0.0,0.0,1009.470318369964,765.1247367549888,309.5806607691666,240.01060254686192,0.0,,,0.0,0,0,0,5,Day_5,98,98,2
idle,0.0,0.0,0.0,1009.399186338127,765.0780392813133,309.5795177030897,240.01641648660726,0.0,,,0.0,0,0,0,5,Day_5,99,99,3
idle,0.0,0.0,0.0,1009.3280614194932,765.0313464773851,309.5783747513194,240.02222984495862,0.0,,,0.0,0,0,0,5,Day_5,100,100,4
idle,0.0,0.0,0.0,1009.2569436133513,764.9846583427374,309.5772319138443,240.02804262197412,0.0,,,0.0,0,0,0,5,Day_5,101,101,5
idle,0.0,0.0,0.0,1009.18583291899,764.9379748769031,309.5760891906529,240.03385481771195,0.0,,,0.0,0,0,0,5,Day_5,102,102,6
char,1.0,1.0038914062235402,-285.6522705891237,1010.350119144791,764.8912960794154,309.57494658173385,239.8766822099864,-8170.9632262482355,0.86997822381305,0.9299724815432748,1.0,0,0,0,5,Day_5,103,103,7
char,1.0,1.003943392510224,-285.6598297752559,1010.2963804966381,764.8446219498074,309.57380408707564,239.8773196550711,-7821.103332203113,0.8699776424406717,0.9299717462394659,2.0,0,0,0,5,Day_5,104,104,8
char,1.0,1.0039953786652138,-285.66739069095274,1010.2426470201069,764.7979524876124,309.5726617066669,239.87795738611655,-7808.566720820127,0.8699770535216995,0.9299710013755074,3.0,0,0,0,5,Day_5,105,105,9
char,1.0,1.0040473646830825,-285.674953331613,1010.1889187138694,764.7512876923637,309.5715194404962,239.87859540314824,-7900.520809606355,0.8699764570609793,0.9299702469569536,4.0,0,0,0,5,Day_5,106,106,10
char,1.0,1.0040993505612759,-285.6825176944419,1010.1351955768889,764.7046275635945,309.57037728855215,239.87923370614544,-8070.079746490027,0.8699758530630678,0.9299694829891558,5.0,0,0,0,5,Day_5,107,107,11
char,1.0,1.0041513362957564,-285.6900837757007,1010.0814776080505,764.6579721008382,309.5692352508233,239.87987229509932,-8518.772626743112,0.8699752415326941,0.9299687094775848,6.0,0,0,0,5,Day_5,108,108,12
idle,0.0,0.0,0.0,1010.0102844602897,764.6113213036281,309.5680933272982,239.88569930786983,0.0,,,6.0,0,0,0,5,Day_5,109,109,13
idle,0.0,0.0,0.0,1009.9390984318436,764.5646751714977,309.56695151796544,239.89152573793905,0.0,,,6.0,0,0,0,5,Day_5,110,110,14
idle,0.0,0.0,0.0,1009.8679195220004,764.5180337039806,309.5658098228136,239.89735158536527,0.0,,,6.0,0,0,0,5,Day_5,111,111,15
dis,1.0,1.0006111722672126,199.18448278887203,1009.7967477300482,764.731108411957,309.56832246123184,239.90317685020676,9509.539275564961,0.8699903935575084,0.9299987142099804,5.0,0,0,0,5,Day_5,112,112,16
dis,1.0,1.0005791531235204,199.1522198855808,1009.7255830552751,764.8578222077235,309.56973661915487,239.90900153252176,11526.263327040799,0.869990277729046,0.9299987394007468,4.0,0,0,0,5,Day_5,113,113,17
dis,1.0,1.000547135751408,199.1199600808378,1009.6544254969696,764.935188946194,309.57052309788276,239.91482563236852,14165.742420080944,0.8699901611015805,0.9299987607349964,3.0,0,0,0,5,Day_5,114,114,18
dis,1.0,1.0005151201455176,199.0877033736556,1009.5832750544199,764.9817155547452,309.57091729805666,239.92064914980529,11601.105262228397,0.8699900436760007,0.9299987782124292,2.0,0,0,0,5,Day_5,115,115,19
dis,1.0,1.00048310631437,199.0554497651534,1009.5121317269145,765.007683659231,309.57104999781717,239.92647208489032,10215.611275791072,0.8699899254522948,0.9299987918326357,1.0,0,0,0,5,Day_5,116,116,20
dis,1.0,1.000451094242213,199.02319925276288,1009.4409955137418,764.9609978908651,309.56990789281735,239.93229443768186,9860.096897820044,0.8699898064320413,0.9299988015953812,0.0,0,0,0,5,Day_5,117,117,21
idle,0.0,0.0,0.0,1009.3698664141904,764.914316791076,309.5687659020281,239.9381162082381,0.0,,,0.0,0,0,0,5,Day_5,118,118,22
idle,0.0,0.0,0.0,1009.298744427549,764.8676403593969,309.56762402543785,239.94393739661732,0.0,,,0.0,0,0,0,5,Day_5,119,119,23
