hour,day,charge_power,discharge_power,profit,mass_norm,charge_m_norm,discharge_m_norm,charge_beta_norm,discharge_beta_norm,eff_ex,eff_com,eff_exp,t_hh,t_lh,t_hc,t_lc,n,p_exp,alpha_com,alpha_exp,vio_choke_com,vio_choke_exp,vio_surge,vio_beta,vio_t13,vio_error
93,4,0.0,225.2901046061576,10643.391317833879,2.8002364469381043,0,1.0949234357770763,0,1.0490212676107538,0.8029446202438228,0.8615033923601784,0.9264624608750456,1011.3625957578723,753.7998310559954,310.7497286408822,237.29001226697625,1.0,1.0,9.065302218041825,1.8213348766681499,0,0,0.0,0.0,0,0
94,4,0.0,223.38847523163702,10287.984166424072,1.7150211890947058,0,1.0852152578433985,0,1.0471975131521587,0.8044963325380395,0.8627982266015516,0.9268137175590201,1011.2912744982965,754.0241394490656,310.6744243195549,237.29609826574958,1.0,1.0,8.395136986071927,1.335391572415265,0,0,0.0,0.0,0,0
95,4,0.0,216.33222916889383,9224.887927797923,0.6651657767578927,0,1.0498554123368131,0,1.0423606044054623,0.8084535335886018,0.8662795781963425,0.9274999606015892,1011.2199603708467,754.3014621112077,310.5861984017067,237.30218365592302,1.0,1.0,6.3033420415077535,-0.504937180731023,0,0,0.0,0.0,0,0
96,5,0.0,137.10476578654553,5771.766922528686,0.0001222930062989569,0,0.6650434837515937,0,1.0281093822659972,0.8200954112717261,0.8694330523172787,0.9286832846204588,1011.1486533748097,754.7132041894124,310.36879385826336,237.30826843755744,1.0,0.6569181970070503,2.5198390574055596,-1.4774715855932854,0,0,0,0,0,0
97,5,-0.0,0.0,0.0,0.0001222930062989569,0,0.0,0,0.0,0.9998462098403266,,,1011.0773535094722,754.6675478689934,310.36757197887755,237.3143526107137,,,,,0,0,0,0,0,0
98,5,-0.0,0.0,0.0,0.0001222930062989569,0,0.0,0,0.0,0.9998462076581237,,,1011.0060607741212,754.6218961142065,310.3663502216796,237.32043617545267,,,,,0,0,0,0,0,0
99,5,-0.0,0.0,0.0,0.0001222930062989569,0,0.0,0,0.0,0.9998462054759204,,,1010.9347751680439,754.5762489245951,310.3651285866574,237.32651913183514,,,,,0,0,0,0,0,0
100,5,-0.0,0.0,0.0,0.0001222930062989569,0,0.0,0,0.0,0.9998462032937149,,,1010.8634966905271,754.5306062997026,310.36390707379877,237.33260147992198,,,,,0,0,0,0,0,0
101,5,-0.0,0.0,0.0,0.0001222930062989569,0,0.0,0,0.0,0.9998462011115119,,,1010.7922253408581,754.4849682390727,310.3626856830914,237.338683219774,,,,,0,0,0,0,0,0
102,5,220.29500570891196,0.0,-6202.395773332107,0.7368167260024514,0.7366944329961524,0.0,1.0355205232266413,0.0,0.8628779770095504,0.8688825098470858,0.9275601793187344,1013.0781085302283,754.4393347422488,310.3614644145231,236.94337413422016,1.0,0.7245783897126679,3.555481955255213,-2.0791216495174183,0,0,0,0,0,0
103,5,320.5969373017799,0.0,-8687.155028256162,1.8005851548351184,1.063768428832667,0.0,1.0374702660703174,0.0,0.8561712189822018,0.8664767051373361,0.9276515818462246,1013.0491096969765,754.3937058087746,310.3602432680816,237.22950196630998,1.0,1.0,5.760729946720433,0.7641921002472323,0,0,0,0,0,0
104,5,316.17029465885076,0.0,-8735.478935196308,2.8500109374171165,1.049425782581998,0.0,1.0379994716469754,0.0,0.8565346555534007,0.8672621478501945,0.9276351280875864,1013.0147839094202,754.3480814381937,310.3590222437548,237.27961394991544,1.0,1.0,5.287096433843219,-0.20642133881206703,0,0,0,0,0,0
105,5,313.76024803150375,0.0,-8726.931507286708,3.8915049913833797,1.0414940539662632,0.0,1.0382997511158367,0.0,0.856636246593524,0.8676231396495175,0.9275591946935042,1012.9794951979055,754.30246163005,310.35780134153043,237.29519505929304,1.0,1.0,5.03442960113909,-0.7275233078386343,0,0,0,0,0,0
106,5,316.6955454296665,0.0,-8734.711785467305,4.942262340102818,1.0507573487194384,0.0,1.0382159081621718,0.0,0.85625115021102,0.8671767948427549,0.9276115966803431,1012.9442684510686,754.2568463838869,310.35658056139624,237.3097935871193,1.0,1.0,5.353489628323138,-0.14119808217703778,0,0,0,0,0,0
107,5,310.4001478497014,0.0,-8681.82243608842,5.9725436281349635,1.0302812880321455,0.0,1.0387340784907106,0.0,0.8566520332507795,0.8680367344598287,0.9273771792787606,1012.9082826461038,754.2112356992485,310.3553599033401,237.30922193313393,1.0,1.0,4.689622729254639,-1.4467602900256082,0,0,0,0,0,0
108,5,293.40754995695096,0.0,-8247.16186204638,6.947391110702676,0.9748474825677125,0.0,1.0385764106650253,0.0,0.8575028645921963,0.8684443092737627,0.9271659920538317,1012.8707338539682,754.1656295756786,310.3541393673498,237.2991304825346,1.0,0.9580528652876726,4.201676910803354,-2.2016746123535995,0,0,0,0,0,0
109,5,284.30688199064883,0.0,-7993.200619067056,7.89244118953426,0.9450500788315837,0.0,1.038423759266669,0.0,0.8579050283526389,0.8684834053484777,0.927184952290355,1012.832697706466,754.120028012721,310.35291895341305,237.28709434956397,1.0,0.9287859991297902,4.148394860805249,-2.1992649422911796,0,0,0,0,0,0
110,5,255.54356848379018,0.0,-7190.205043306648,8.7435065240522,0.8510653345179415,0.0,1.0376560593681365,0.0,0.8594588785144703,0.8686277983597688,0.9272838921172527,1012.7921084465773,754.0744310099197,310.3516986615177,237.26700277559976,1.0,0.8365366257696385,3.9447088216006065,-2.1747386246076204,0,0,0,0,0,0
111,5,159.5084398561219,0.0,-4472.642436758904,9.278912272441078,0.5354057483888766,0.0,1.0345402288382348,0.0,0.8651635732539568,0.8691372104226293,0.9276716630395075,1012.7412937067376,754.0288385668188,310.35047849165153,237.2317889061737,1.0,0.5265861614666455,3.1031418287700285,-2.0662293244257945,0,0,0,0,0,0
112,5,0.0,207.55700359799235,8803.826321175715,8.274564094564928,0,1.0043481778761492,0,1.0402573097393306,0.8099294274973764,0.8679432603084888,0.9273677682995276,1012.6698345773669,756.6668768880526,309.9235736965352,237.2378807272831,1.0,0.98647716445066,4.846315027260051,-2.13709597322341,0,0,0,0,0,0
113,5,0.0,241.2592987451579,17639.69641796167,7.084316441566532,0,1.1902476529983963,0,1.0688080381848422,0.7808186054167057,0.8419902334870681,0.9198486723802128,1012.5983825939092,755.2234937957705,310.4737649467713,237.2439719392104,1.0,1.0,16.343849533995147,6.981115908971638,0,0,0,0,0,0
114,5,0.0,241.17965959770103,17575.833395671078,5.894415981446034,0,1.1899004601204977,0,1.0687005720749265,0.7810291407085853,0.8420848683350436,0.919893110537558,1012.5269377556498,754.5927390429699,310.70322889654534,237.2500625420165,1.0,1.0,16.315608491173084,6.957647713772722,0,0,0,0,0,0
115,5,0.0,241.1474111051803,17573.480810047746,4.704284539734676,0,1.190131441711358,0,1.0682872994775248,0.7812269259215526,0.8421906715636861,0.9198870877462045,1012.4555000618742,754.2450815180998,310.82835260007977,237.2561525357623,1.0,1.0,16.268001606682425,7.019782454277184,0,0,0,0,0,0
116,5,0.0,240.78325217455026,17251.295207632418,3.516733735515184,0,1.1875508042194916,0,1.067733767960304,0.7821022260662429,0.8428693313123962,0.9201576253389034,1012.384069511868,754.0192073369799,310.9016561318907,237.26224192050876,1.0,1.0,16.06377510124264,6.86185705916299,0,0,0,0,0,0
117,5,0.0,222.37308871770895,10501.55917188016,2.439199816881401,0,1.077533918633783,0,1.0469227388159967,0.8053805537312683,0.8635486921257123,0.9269237820369441,1012.3126461049168,754.352174713504,310.79195841007316,237.26833069631672,1.0,1.0,8.028788273095522,0.9304038334178308,0,0,0,0,0,0
118,5,0.0,219.36635933671138,10042.224586983311,1.3767493841925167,0,1.0624504326888844,0,1.0449706006492403,0.8071360906072353,0.8650646064311837,0.927224903569069,1012.2412298403062,754.6398181164216,310.6956337897009,237.27441886324712,1.0,1.0,7.1532192635798575,0.12995490513162977,0,0,0,0,0,0
119,5,0.0,202.69825680913362,8544.446620674136,0.39520236285362653,0,0.9815470213388902,0,1.0399948434174733,0.8111266337456189,0.8679543872527999,0.9274055262083895,1012.1698207173222,754.9768478373788,310.5706797774199,237.28050642136083,1.0,0.9636194717477887,4.834882669239171,-2.1084266670972625,0,0,0,0,0,0
120,6,0.0,82.02679451779228,3410.060345383379,0.0021614528217662743,0,0.39304091003186026,0,1.0360697999082638,0.8247181882213493,0.8688672470428839,0.9279201450971298,1012.0984187352504,755.1685405730287,310.35669167483184,237.28659337071872,1.0,0.38761790098152904,3.5852265880003786,-1.7341683794992022,0,0,0,0,0,0
121,6,-0.0,0.0,0.0,0.0021614528217662743,0,0.0,0,0.0,0.999846235138825,,,1012.027023893377,755.1228387189715,310.35547100566436,237.29267971138165,,,,,0,0,0,0,0,0
122,6,-0.0,0.0,0.0,0.0021614528217662743,0,0.0,0,0.0,0.9998462329567406,,,1011.9556361909877,755.0771414350995,310.3542504585638,237.29876544341053,,,,,0,0,0,0,0,0
123,6,-0.0,0.0,0.0,0.0021614528217662743,0,0.0,0,0.0,0.9998462307746553,,,1011.8842556273686,755.031448720956,310.35303003351794,237.3048505668662,,,,,0,0,0,0,0,0
124,6,-0.0,0.0,0.0,0.0021614528217662743,0,0.0,0,0.0,0.9998462285925704,,,1011.8128822018058,754.9857605760839,310.35180973051456,237.31093508180953,,,,,0,0,0,0,0,0
125,6,-0.0,0.0,0.0,0.0021614528217662743,0,0.0,0,0.0,0.9998462264104846,,,1011.7415159135857,754.9400770000262,310.3505895495415,237.31701898830136,,,,,0,0,0,0,0,0
126,6,228.5427416807589,0.0,-6440.945448970848,0.7672522569186245,0.7650908040968583,0.0,1.0345520859127637,0.0,0.8623618655812476,0.8689201059901799,0.927686122404264,1013.0744333726321,754.8943979923263,310.3493694905865,237.0738311084543,1.0,0.7528478908363104,3.496393869033243,-2.0209622247739603,0,0,0,0,0,0
127,6,325.22239196902143,0.0,-8884.562377467078,1.8474783486993265,1.0802260917807018,0.0,1.0356457842732198,0.0,0.8555130395301638,0.8654789126043146,0.9275564746593652,1013.0471440460018,754.8487235525271,310.3481495536375,237.38836994049595,1.0,1.0,6.224035297383934,2.0498113031818583,0,0,0,0,0,0
128,6,327.8130627628912,0.0,-8811.560275296328,2.93569847687179,1.0882201281724635,0.0,1.035440109203183,0.0,0.8550056080002552,0.8648755309178792,0.9273508831621885,1013.01379026394,754.8030536801718,310.3469297386821,237.49008849287037,1.0,1.0,6.514929336070696,2.6336888354343486,0,0,0,0,0,0
129,6,320.36957771243266,0.0,-8936.056348203105,4.000154009046613,1.0644555321748226,0.0,1.0364586829379223,0.0,0.8559366433606604,0.8665086028282964,0.9277481813901004,1012.9785592747504,754.7573883748038,310.3457100457082,237.49697553512678,1.0,1.0,5.699208546546375,0.9025037548021153,0,0,0,0,0,0
130,6,308.4703506184635,0.0,-8677.527223464227,5.026099885687748,1.0259458766411356,0.0,1.0374128635226494,0.0,0.8569088438618061,0.8682688533177542,0.9274932540364499,1012.9420808642793,754.7117276359663,310.3444904747036,237.47545323126522,1.0,1.0,4.424614421120232,-1.599985152762045,0,0,0,0,0,0
131,6,283.62262748231905,0.0,-7987.649332047584,5.970863306504171,0.9447634208164231,0.0,1.0369278297026967,0.0,0.8582216470028874,0.8685963159518305,0.9273882962097261,1012.903502320584,754.6660714632027,310.3432710256561,237.4465378787704,1.0,0.9290585545397175,3.9911040460769653,-2.117829388948703,0,0,0,0,0,0
132,6,297.1478589664478,0.0,-8368.748318452957,6.959573691671158,0.9887103851669872,0.0,1.0374631071041969,0.0,0.8573189678574258,0.8685176344561804,0.9273191711602436,1012.8670407164824,754.6204198560564,310.3420516985535,237.43170197125923,1.0,0.9721364356838406,4.101568950612666,-2.139007649205009,0,0,0,0,0,0
133,6,294.0911939252407,0.0,-8283.061771716546,7.938152156725252,0.9785784650540938,0.0,1.0374937256301098,0.0,0.857373286864875,0.8685240090080536,0.9273145494891037,1012.8304500865452,754.5747728140708,310.34083249338363,237.41880643143207,1.0,0.96213793144807,4.092751659014082,-2.142018254279847,0,0,0,0,0,0
134,6,306.800600860366,0.0,-8641.43772431445,8.957958581828326,1.0198064251030727,0.0,1.037962555836753,0.0,0.8565418875134357,0.8683960984415754,0.9273062576740093,1012.7953636566057,754.5291303367894,310.3396134101343,237.41339010316202,1.0,0.9999999999560826,4.272521708474075,-2.0083853123364577,0,0,0,0,0,0
135,6,174.11826391946434,0.0,-4912.731113491828,9.542624823173982,0.5846662413456574,0.0,1.033809986111504,0.0,0.8642679446384868,0.8691308884749782,0.9277673956977889,1012.74562655606,754.4834924237557,310.3383944487933,237.3770621503601,1.0,0.5752618888492206,3.1211744242519046,-2.015257623807887,0,0,0,0,0,0
136,6,0.0,215.57643939570215,9171.379990162106,8.50471276456591,0,1.0379120586080717,0,1.0644145756057317,0.8004973795369527,0.8621539101041931,0.9239674702045135,1012.6741669934044,753.8499093808686,310.19290130538593,237.3831394441451,1.0,1.0,9.488388719930473,-2.744518514708993,0,0,0,0,0,0
137,6,0.0,241.73170986576366,17764.48891400703,7.312309674354918,0,1.1924030902109928,0,1.079320312732166,0.7752286864415047,0.8368701736375539,0.9191789846435462,1012.602714576705,752.5398103164468,310.76577700217456,237.38921613020068,1.0,1.0,18.193964232116812,5.943665764081619,0,0,0,0,0,0
138,6,0.0,241.55693729705143,17596.5283356446,6.1210474599789695,0,1.1912622143759477,0,1.0790916719469932,0.7756748998421107,0.8371856852721866,0.9192892955000644,1012.5312693052473,752.013218441763,310.98182041427344,237.39529220858768,1.0,1.0,18.108785285978325,5.87266978176585,0,0,0,0,0,0
139,6,0.0,241.43740741876508,17567.320361223738,4.930439563991993,0,1.190607895986976,0,1.0787457122523147,0.7760652518738391,0.8374548337942371,0.919369959619702,1012.4598311783168,751.7251809831572,311.09334405152305,237.40136767936684,1.0,1.0,18.028848503231497,5.85290353859396,0,0,0,0,0,0
140,6,0.0,241.27424329351697,17386.43472906313,3.7408769487303752,0,1.1895626152616183,0,1.0786198664953714,0.7764312770284835,0.8377033970274859,0.91946418157344,1012.388400195199,751.529482767277,311.1600494938475,237.40744254259891,1.0,1.0,17.964304493771177,5.778379801029153,0,0,0,0,0,0
141,6,0.0,240.8205651560598,16928.544240616342,2.554666629609991,0,1.186210319120384,0,1.0781094397406865,0.7774741922042174,0.83856987547478,0.9197532940955021,1012.3169763551795,751.3887621167985,311.1992208282698,237.41351679834466,1.0,1.0,17.7300050337619,5.567187747536334,0,0,0,0,0,0
142,6,0.0,223.16792442283187,10357.150871333846,1.4775432522115142,0,1.0771233773984767,0,1.067184993305854,0.7977779169816673,0.8584621085450259,0.9241153999747244,1012.2455596575439,751.4882538964441,311.0996206586911,237.41959044666484,1.0,1.0,11.326875694606597,-0.7414260341702352,0,0,0,0,0,0
143,6,0.0,216.10261157308562,9282.45984066662,0.43596512946406496,0,1.0415781227474492,0,1.0645820761841591,0.800953444251109,0.8618611214067311,0.9240132214905153,1012.1741501015782,751.6300769772569,310.99554200899985,237.4256634876202,1.0,1.0,9.667263056244902,-2.5827618335185747,0,0,0,0,0,0
144,7,0.0,91.6663907515506,3883.6512719434936,1.273210467478414e-05,0,0.4359523973593902,0,1.0707274564689313,0.8111861422570326,0.861680328853273,0.9225745190885916,1012.102747686568,751.6795067668243,310.77007260844414,237.43173592127144,1.0,0.4247283604195205,9.697684135991459,-3.4921571316192797,0,0,0,0,0,0
145,7,-0.0,0.0,0.0,1.273210467478414e-05,0,0.0,0,0.0,0.9998460596422883,,,1012.0313524117994,751.6341538161475,310.7688106011833,237.43780774767933,,,,,0,0,0,0,0,0
146,7,-0.0,0.0,0.0,1.273210467478414e-05,0,0.0,0,0.0,0.9998460574604529,,,1011.9599642765583,751.588805400766,310.76754872012316,237.44387896690458,,,,,0,0,0,0,0,0
147,7,-0.0,0.0,0.0,1.273210467478414e-05,0,0.0,0,0.0,0.9998460552786197,,,1011.8885832801305,751.543461520226,310.76628696525114,237.4499495790079,,,,,0,0,0,0,0,0
148,7,-0.0,0.0,0.0,1.273210467478414e-05,0,0.0,0,0.0,0.9998460530967848,,,1011.8172094218025,751.498122174074,310.76502533655463,237.45601958405,,,,,0,0,0,0,0,0
149,7,-0.0,0.0,0.0,1.273210467478414e-05,0,0.0,0,0.0,0.9998460509149512,,,1011.7458427008604,751.4527873618565,310.76376383402095,237.46208898209161,,,,,0,0,0,0,0,0
150,7,-0.0,0.0,0.0,1.273210467478414e-05,0,0.0,0,0.0,0.999846048733117,,,1011.6744831165903,751.4074570831203,310.76250245763754,237.4681577731934,,,,,0,0,0,0,0,0
151,7,385.8988751509809,0.0,-578.8483127264714,1.2391450247878366,1.2391322926831618,0.0,1.033923931113762,0.0,0.8334516223103232,0.8466664496919116,0.8880086612559358,1013.078521270436,751.362131337412,310.7612412073918,240.7445858216255,1.0,1.0,12.749818830313785,21.9068013403357,0,0,0,0,0,0
152,7,386.0194956794474,0.0,-579.0292435191711,2.4784421758213133,1.2392971510334767,0.0,1.0340246290771624,0.0,0.8333241015630232,0.8466264328657652,0.8879997132430858,1013.0427842098061,751.3168101242783,310.75998008327105,240.74389315601934,1.0,1.0,12.764181995457236,21.906437427310436,0,0,0,0,0,0
153,7,319.6417259407047,0.0,-8002.2802622013605,3.5270946808579433,1.04865250503663,0.0,1.0464114576363657,0.0,0.8558893246388904,0.8666402480652169,0.9264882840875154,1013.0031919300718,751.2714934432659,310.7587190852627,239.57232200719545,1.0,1.0,5.995879778037838,-0.9575120592617381,0,0,0,0,0,0
154,7,253.5500321951754,0.0,-6363.888807038066,4.362661997493452,0.8355673166355091,0.0,1.0453157299102454,0.0,0.8597537229966613,0.868036689561306,0.9261569910297344,1012.9598271297878,751.2261812939215,310.7574582133542,238.98575418417914,1.0,0.8188454218371876,4.717846647855772,-2.5851352515471717,0,0,0,0,0,0
155,7,335.213450308612,0.0,-502.820175462918,5.459934128772779,1.0972721312793263,0.0,1.0447986974601466,0.0,0.853911816248899,0.8632975354659512,0.9263277034662865,1012.9265665373157,751.1808736757921,310.75619746753284,238.59525429715399,1.0,1.0,7.634585194837884,2.33887183814538,0,0,0,0,0,0
156,7,316.2248774473024,0.0,-7929.495298670289,6.497150570715908,1.0372164419431287,0.0,1.0470343119061911,0.0,0.8559078529077754,0.8671262781036508,0.9262399428245722,1012.8907659867466,751.1355705884245,310.7549368477861,238.30332566606654,1.0,1.0,5.664632460027463,-1.6911330821094133,0,0,0,0,0,0
157,7,325.70531409022567,0.0,-488.5579711353385,7.564314777326313,1.067164206610405,0.0,1.0463399659001704,0.0,0.8549610391384665,0.8655316586365325,0.9265713714844813,1012.8558687887161,751.0902720313657,310.7536763541013,238.0996764823205,1.0,1.0,6.641559238901706,0.19627689573887608,0,0,0,0,0,0
158,7,368.38319355990905,0.0,-552.5747903398635,8.759618972738938,1.1953041954126244,0.0,1.038563093542009,0.0,0.8450272848984826,0.8525656438295529,0.9158794900723246,1012.8245278398916,751.0449780041625,310.75241598646585,238.14688191330922,1.0,1.0,11.172225041458628,11.834817201333134,0,0,0,0,0,0
159,7,386.82219335001093,0.0,-580.2332900250165,10.0,1.240381027261062,0.0,1.0347352840660844,0.0,0.8325216970242831,0.8463556324510727,0.8880849674796321,1012.7934328717122,750.9996885063621,310.75115574486716,238.46594259885222,1.0,1.0,12.861954564187638,21.86307089997181,0,0,0,0,0,0
160,7,-0.0,0.0,0.0,10.0,0,0.0,0,0.0,0.9998545506305369,,,1012.721968528425,750.9544035375114,310.74989562929267,238.47191100459236,,,,,0,0,0,0,0,0
161,7,0.0,220.20306686402782,10223.43522358995,8.934024951749608,0,1.0659750482503925,0,1.0691899956652244,0.7945388560791927,0.8571917927546379,0.9236493868421228,1012.6505113315721,752.4712012929166,310.5708833061138,238.4778788134919,1.0,1.0,12.093101731579448,-1.5127152931487267,0,0,0,0,0,0
162,7,0.0,218.84234660725332,10003.984134516268,7.874875117260032,0,1.0591498344895758,0,1.0687519811984965,0.7952343314317054,0.8578865722925106,0.9236189015532472,1012.579061280439,752.4854327618289,310.5444574019204,238.48384602561057,1.0,1.0,11.784562978841628,-1.8726752147494068,0,0,0,0,0,0
163,7,0.0,219.02628431686608,10036.708054416187,6.814617196852731,0,1.0602579204073013,0,1.0688601295022302,0.79519920314694,0.8577542362282671,0.9236169348267418,1012.5076183743109,752.4484433434104,310.5381659436012,238.48981264100803,1.0,1.0,11.845797588900275,-1.8221463340418254,0,0,0,0,0,0
164,7,0.0,218.02880380601434,9888.848739269515,5.759266472292085,0,1.0553507245606462,0,1.0685395594814056,0.7956977773801639,0.8582246315879178,0.923585167570346,1012.4361826124735,752.4291156871141,310.5255299806565,238.49577865974393,1.0,1.0,11.627614143912734,-2.0793778064032864,0,0,0,0,0,0
165,7,0.0,120.64274176275008,5431.540550018931,5.180880521505719,0,0.5783859507863665,0,1.0697400943951638,0.8049330747937813,0.8601440605250386,0.9227177820810565,1012.3647539942123,752.5423243141674,310.12964251554695,238.50174408187797,1.0,0.5636310042782582,10.526197185517262,-3.5245191455867335,0,0,0,0,0,0
166,7,0.0,38.25420882691753,1613.63020793489,4.999999780828664,0,0.18088074067705526,0,1.0735943436326316,0.810205999256305,0.8597438300968778,0.9221333921071497,1012.2933325188128,752.5588717488966,309.86838471711206,238.5077089074698,1.0,0.1762642354857751,10.73449802037445,-3.420327509308162,0,0,0,0,0,0
167,7,-0.0,0.0,0.0,4.999999780828664,0,0.0,0,0.0,0.9998517252581586,,,1012.2219181855609,752.5134308617218,309.8672128786403,238.5136731365791,,,,,0,0,0,0,0,0
