hour,day,charge_power,discharge_power,profit,mass_norm,charge_m_norm,discharge_m_norm,charge_beta_norm,discharge_beta_norm,eff_ex,eff_com,eff_exp,t_hh,t_lh,t_hc,t_lc,n,p_exp,alpha_com,alpha_exp,vio_choke_com,vio_choke_exp,vio_surge,vio_beta,vio_t13,vio_error
81,4,147.30457978282655,0.0,-4096.023609547129,7.653570488937998,0.5041673973767318,0.0,1.0206301797874542,0.0,0.8670855488825916,0.8697623360312421,0.9291211319371223,1011.9239609518738,758.9243287072011,307.1758993996721,237.2615541256051,1.0,0.49852861325367065,1.576710544640969,-1.3135608529260416,0,0,0.0,0.0,0,0
82,4,111.15872005417464,0.0,-3094.6525150243433,8.035458160396898,0.3818876714589001,0.0,1.0192210184677652,0.0,0.869137659192042,0.8698489863626307,0.9292282682867871,1011.9108488326966,758.8782512743304,307.17499680973214,237.26136250185888,1.0,0.377707789072982,1.1506223126066972,-1.2509090143890234,0,0,0.0,0.0,0,0
83,4,103.02474602269056,0.0,-2869.0446765433426,8.389683009653343,0.3542248492564445,0.0,1.018986099200297,0.0,0.8694341749235502,0.8698626663566934,0.9292455405077168,1011.8917879746292,758.832178449203,307.17409431005115,237.25966794526445,1.0,0.3503426128169017,1.0546183580710133,-1.2399980781846835,0,0,0.0,0.0,0,0
84,4,105.17278103001894,0.0,-2928.5396238265203,8.751135190107918,0.36145218045457506,0.0,1.0192123350825293,0.0,0.869209210414889,0.869856067651186,0.9292282343013413,1011.8723808005354,758.7861102313581,307.1731919006201,237.25824914739775,1.0,0.3574727550773966,1.097243617921917,-1.2534416926100853,0,0,0.0,0.0,0,0
85,4,115.03392823247566,0.0,-3202.085027598894,9.145948871700476,0.39481368159255803,0.0,1.0197783522706638,0.0,0.8685866564497154,0.8698317395708726,0.9291854088855872,1011.8561582016781,758.740046620335,307.17228958143005,237.25828098878213,1.0,0.39041529649414886,1.2424544669281223,-1.28127793506723,0,0,0.0,0.0,0,0
86,4,50.67340788994888,0.0,-1414.1635505170098,9.32139607497638,0.17544720327590485,0.0,1.0168421486663337,0.0,0.8688018121627501,0.8699032571978808,0.9293944654353826,1011.8091385355245,758.6939876156729,307.17138735247187,237.2542808667636,1.0,0.1735564288024388,0.21058711051646917,-1.1403575019291559,0,0,0.0,0.0,0,0
87,4,111.55128624544551,0.0,-3105.727273219193,9.704276272129148,0.3828801971527673,0.0,1.0198830267383714,0.0,0.8685892075661048,0.8698337483458316,0.9291768374661002,1011.7906731299211,758.6479332169113,307.1704852137366,237.25348349032996,1.0,0.3785800370482985,1.2243528328622855,-1.2886332168669377,0,0,0.0,0.0,0,0
88,4,0.0,212.9770941758014,8960.313089234662,8.671675846454008,0,1.0326004256751395,0,1.040535372708019,0.8089912021914417,0.8674212083658197,0.9275621446544114,1011.7193090626081,757.8964619363979,309.19464002541065,237.25957314198095,1.0,1.0,5.38425286778621,-1.3718929156202506,0,0,0.0,0.0,0,0
89,4,0.0,241.595365511328,17703.975861853713,7.475443109026239,0,1.196232737427769,0,1.0695590628227154,0.7789113903002927,0.8405181841563621,0.9193449412394314,1011.6479521317018,755.2862238338801,310.20326309112147,237.26566218466678,1.0,1.0,16.766344889253503,7.302744500900147,0,0,0.0,0.0,0,0
90,4,0.0,241.20965056952184,17310.61425882532,6.281997610375603,0,1.1934454986506355,0,1.0687973793998937,0.779965388940678,0.8413393332557889,0.9196506707455142,1011.5766023364886,754.357642709757,310.55095793222114,237.27175061844832,1.0,1.0,16.519037646861335,7.150598277194451,0,0,0.0,0.0,0,0
91,4,0.0,241.25067342715062,17369.690218824275,5.0879512804297296,0,1.1940463299458735,0,1.0689288037598392,0.7798610192097554,0.8411614948081629,0.9195962225304543,1011.5052596762549,753.8520246097166,310.73117188878905,237.27783844338649,1.0,1.0,16.573367555114583,7.178514450534237,0,0,0.0,0.0,0,0
92,4,0.0,241.04668830079902,17229.960999435265,3.8951598827151805,0,1.192791397714549,0,1.0684180069455382,0.7804368237286823,0.8415877341467148,0.9197397927774114,1011.4339241502873,753.541667296479,310.8369540430016,237.28392565954218,1.0,1.0,16.438999415551848,7.126721711044631,0,0,0.0,0.0,0,0
