day,date,initial_mass,final_mass,initial_t_hh,initial_t_lh,initial_t_hc,initial_t_lc,final_t_hh,final_t_lh,final_t_hc,final_t_lc,total_charge_power,total_discharge_power,charge_hours,discharge_hours,idle_hours,daily_profit,daily_penalty,daily_net_profit,avg_charge_power,avg_discharge_power,max_violations,avg_eff_com,avg_eff_exp,avg_lmp,max_lmp,min_lmp
1,Day_1,5,1.882819903,1013.15,768.4455486,309.6749791,240.2156867,1011.791846,752.8330498,311.6346819,240.273649,1428.102547,1626.119776,5,7,12,121459.3144,0,121459.3144,285.6205094,232.3028251,0,0.852534814,0.924822324,61.33012708,222.4155,35.61398
2,Day_2,1.882819903,0,1011.791846,752.8330498,311.6346819,240.273649,1011.646005,751.4465616,311.5629503,237.9241038,1912.932578,1651.450359,6,7,11,151429.3781,0,151429.3781,318.8220964,235.9214799,0,0.851930248,0.922736356,68.98764417,318.8193,37.27719
3,Day_3,0,0,1011.646005,751.4465616,311.5629503,237.9241038,1012.077877,751.7848721,311.1438206,237.2788004,1702.058613,1142.631749,5,5,14,30359.55805,0,30359.55805,340.4117226,228.5263498,0,0.857126175,0.924225603,47.48872583,114.25,32.7977
4,Day_4,0,0,1012.077877,751.7848721,311.1438206,237.2788004,1010.856521,752.4145942,310.8151566,237.6050992,2043.756756,1378.067674,6,6,12,25122.71429,0,25122.71429,340.626126,229.6779456,0,0.858137834,0.9248113,40.80814792,71,26.72356
5,Day_5,0,0,1010.856521,752.4145942,310.8151566,237.6050992,1008.084987,751.3597103,310.6473515,237.9679833,1979.736218,1348.405301,6,6,12,20137.10046,0,20137.10046,329.9560363,224.7342169,0,0.859922824,0.925535719,38.95423542,71.14175,27.33447
6,Day_6,0,0,1008.084987,751.3597103,310.6473515,237.9679833,1003.030762,748.6284827,310.6787657,238.8303575,1964.804324,1341.182316,6,6,12,20103.45678,0,20103.45678,327.4673873,223.5303861,0,0.858475189,0.924828299,35.05250167,59.47574,20.07426
7,Day_7,0,5.00000006,1003.030762,748.6284827,310.6787657,238.8303575,1010.87761,754.431552,310.0116573,238.17893,3099.428817,1028.644609,9,5,10,1345.399441,0,1345.399441,344.3809796,205.7289218,0,0.856190646,0.918993728,30.59870208,57.42631,12.57056
