mode,m_norm,beta_norm,power,t_hh,t_lh,t_hc,t_lc,hourly_profit,eff_ex,eff_com,eff_exp,mass_norm,vio_choke_com,vio_choke_exp,vio_surge,vio_beta,vio_t13,vio_error,n,p_exp,alpha_com,alpha_exp,day,date,hour,global_hour,hour_of_day
idle,0.0,0.0,0.0,1011.5746555595313,751.4012319585593,311.56160896171593,237.9301263802252,0.0,0.9998460405501803,,,0.0,0,0,0,0,0,0,,,,,3,Day_3,48,48,0
idle,0.0,0.0,0.0,1011.5033130939753,751.3559068353634,311.56026780081976,237.9361483675872,0.0,0.9998460383690084,,,0.0,0,0,0,0,0,0,,,,,3,Day_3,49,49,1
idle,0.0,0.0,0.0,1011.4319777626658,751.3105862446798,311.55892677403966,237.94216975275046,0.0,0.9998460361878383,,,0.0,0,0,0,0,0,0,,,,,3,Day_3,50,50,2
idle,0.0,0.0,0.0,1011.3606495648895,751.2652701860553,311.55758588136223,237.9481905357752,0.0,0.9998460340066673,,,0.0,0,0,0,0,0,0,,,,,3,Day_3,51,51,3
idle,0.0,0.0,0.0,1011.289328499933,751.2199586590367,311.5562451227741,237.95421071672166,0.0,0.9998460318254968,,,0.0,0,0,0,0,0,0,,,,,3,Day_3,52,52,4
idle,0.0,0.0,0.0,1011.2180145670831,751.1746516631708,311.5549044982618,237.96023029565,0.0,0.9998460296443267,,,0.0,0,0,0,0,0,0,,,,,3,Day_3,53,53,5
idle,0.0,0.0,0.0,1011.1467077656264,751.1293491980045,311.553564007812,237.96624927262044,0.0,0.9998460274631559,,,0.0,0,0,0,0,0,0,,,,,3,Day_3,54,54,6
char,1.1123969292139477,1.0442121817024836,-340.1863484137512,1013.0785821156029,751.0840512630847,311.55222365141117,237.20581243442857,-11362.730914678428,0.8534374125736366,0.8619314630028246,0.9258395407906324,1.1123969292139477,0,0,0,0,0,0,1.0,1.0,8.175103674412387,3.5012654992830825,3,Day_3,55,55,7
char,1.122795666092902,1.0437305998527147,-343.64172255487824,1013.0430105595188,751.0387578579583,311.550883429046,237.25430921636809,-11270.65812383813,0.8526683577972619,0.8609210180358684,0.9253595193235606,2.2351925953068497,0,0,0,0,0,0,1.0,1.0,8.548730957509964,4.33292248528592,3,Day_3,56,56,8
char,1.115372038197592,1.0442877763851104,-341.27141980141937,1013.007162417679,750.9934689821725,311.54954334070305,237.24504472332464,-11345.7150980087,0.8530177122978949,0.8616276423860348,0.9257022576675048,3.3505646335044417,0,0,0,0,0,0,1.0,1.0,8.298289145809633,3.7127422205220633,3,Day_3,57,57,9
char,1.1128425139237812,1.0445533685322466,-340.5045793973154,1012.9712883652376,750.9481846352743,311.548203386369,237.23381694684105,-11372.280904176947,0.8530490125910642,0.8618539464426526,0.9257963096927617,4.463407147428223,0,0,0,0,0,0,1.0,1.0,8.219828782702132,3.4976550407759284,3,Day_3,58,58,10
char,1.1001780953318046,1.0453575819495553,-336.4545428067452,1012.9351480374341,750.9029048168107,311.5468635660303,237.20570742367326,-11467.363359755156,0.8536271139964146,0.8629821704484263,0.926184706384156,5.563585242760027,0,0,0,0,0,0,1.0,1.0,7.7919588238297255,2.506448323816933,3,Day_3,59,59,11
idle,0.0,0.0,0.0,1012.8636695226304,750.8576295263291,311.5455238796737,237.2118018529309,0.0,0.999852079535411,,,5.563585242760027,0,0,0,0,0,0,,,,,3,Day_3,60,60,12
idle,0.0,0.0,0.0,1012.7921981556781,750.8123587633764,311.5441843272857,237.21789567274564,0.0,0.9998520775567065,,,5.563585242760027,0,0,0,0,0,0,,,,,3,Day_3,61,61,13
idle,0.0,0.0,0.0,1012.7207339358625,750.7670925275,311.54284490885294,237.22398888317838,0.0,0.999852075577957,,,5.563585242760027,0,0,0,0,0,0,,,,,3,Day_3,62,62,14
idle,0.0,0.0,0.0,1012.6492768624689,750.7218308182473,311.54150562436206,237.23008148429008,0.0,0.9998520735991632,,,5.563585242760027,0,0,0,0,0,0,,,,,3,Day_3,63,63,15
dis,1.0127331191803028,1.0521351634449456,210.03035340185974,1012.5778269347827,751.674116702992,311.21681094457864,237.23617347614166,11940.225590895727,0.8064200230654811,0.8657935488622877,0.9257373324957066,4.550852123579724,0,0,0,0,0,0,1.0,0.9895499147524153,6.926599115823784,-2.6950212542487435,3,Day_3,64,64,16
dis,1.128608003491766,1.0631370732714105,232.33805742755249,1012.5063841520893,751.9513570308819,311.1271775796457,237.24226485879407,16620.370316116623,0.794308885190913,0.8539303711553891,0.9240916131868407,3.4222441200879583,0,0,0,0,0,0,1.0,1.0,12.63987579979613,2.894548993175782,3,Day_3,65,65,17
dis,1.2117136907238608,1.0784762840356128,243.9301545293288,1012.434948513674,751.8317530538255,311.2015135027886,237.2483556323082,27869.020154975817,0.7718976578798248,0.8335969807855516,0.9174454251024938,2.2105304293640975,0,0,0,0,0,0,1.0,1.0,18.886021346455074,7.616895229693178,3,Day_3,66,66,18
dis,1.139227975399642,1.0644840974230898,234.00972851534715,1012.3635200188227,751.9663713974297,311.14901944903596,237.254445796745,17377.597541008956,0.7924480344878421,0.8519920739248262,0.9235653797649365,1.0713024539644556,0,0,0,0,0,0,1.0,1.0,13.324169666515484,3.497316309785628,3,Day_3,67,67,19
dis,1.0713024539644556,1.0755623536548529,222.32345519483604,1012.2920986668208,751.92098976029,311.14771954709107,237.26053535216533,13371.09285052453,0.797496444180563,0.8566325365899125,0.9225339494851954,0.0,0,0,0,0,0,0,1.0,1.0,12.316503104914677,-1.6924925434802098,3,Day_3,68,68,20
idle,0.0,0.0,0.0,1012.2206844569541,751.875612661314,311.14641977513634,237.26662429863012,0.0,0.9998460676383414,,,0.0,0,0,0,0,0,0,,,,,3,Day_3,69,69,21
idle,0.0,0.0,0.0,1012.1492773885084,751.8302401000478,311.1451201331588,237.27271263620028,0.0,0.9998460654568087,,,0.0,0,0,0,0,0,0,,,,,3,Day_3,70,70,22
idle,0.0,0.0,0.0,1012.0778774607695,751.7848720760378,311.1438206211455,237.27880036493667,0.0,0.9998460632752778,,,0.0,0,0,0,0,0,0,,,,,3,Day_3,71,71,23
