mode,m_norm,beta_norm,power,t_hh,t_lh,t_hc,t_lc,hourly_profit,eff_ex,eff_com,eff_exp,mass_norm,vio_choke_com,vio_choke_exp,vio_surge,vio_beta,vio_t13,vio_error,n,p_exp,alpha_com,alpha_exp,day,date,hour,global_hour,hour_of_day
idle,0.0,0.0,0.0,1012.0064846730235,751.7395085888302,311.14252123908335,237.2848874849002,0.0,0.9998460610937459,,,0.0,0,0,0,0,0,0,,,,,4,Day_4,72,72,0
idle,0.0,0.0,0.0,1011.9350990245562,751.6941496379712,311.1412219869594,237.29097399615173,0.0,0.9998460589122143,,,0.0,0,0,0,0,0,0,,,,,4,Day_4,73,73,1
idle,0.0,0.0,0.0,1011.8637205146537,751.6487952230075,311.1399228647607,237.29705989875214,0.0,0.999846056730683,,,0.0,0,0,0,0,0,0,,,,,4,Day_4,74,74,2
idle,0.0,0.0,0.0,1011.7923491426022,751.6034453434852,311.1386238724742,237.3031451927623,0.0,0.9998460545491518,,,0.0,0,0,0,0,0,0,,,,,4,Day_4,75,75,3
idle,0.0,0.0,0.0,1011.7209849076879,751.5580999989509,311.13732501008695,237.30922987824303,0.0,0.9998460523676208,,,0.0,0,0,0,0,0,0,,,,,4,Day_4,76,76,4
idle,0.0,0.0,0.0,1011.6496278091971,751.512759188951,311.1360262775859,237.31531395525522,0.0,0.999846050186089,,,0.0,0,0,0,0,0,0,,,,,4,Day_4,77,77,5
idle,0.0,0.0,0.0,1011.5782778464162,751.4674229130321,311.1347276749582,237.3213974238597,0.0,0.999846048004559,,,0.0,0,0,0,0,0,0,,,,,4,Day_4,78,78,6
char,1.1156586390667773,1.04314223382277,-340.8438507546039,1013.0785123937493,751.4220911707408,311.13342920219065,237.26148680347922,-9711.62293828884,0.8533367436181932,0.8617117395778977,0.925768433687127,1.1156586390667773,0,0,0,0,0,0,1.0,1.0,8.21825170500421,3.8462574063996158,4,Day_4,79,79,7
char,1.1418518499526304,1.0416469849358978,-349.5299310084885,1013.0432217553733,751.3767639616237,311.13213085927043,237.4069898760652,-9496.735216099254,0.8513674207566303,0.8590427028541138,0.9240994921426913,2.257510489019408,0,0,0,0,0,0,1.0,1.0,9.156672927323983,6.089948773771702,4,Day_4,80,80,8
char,1.1493213680376766,1.041263402127513,-352.0853654954764,1013.0077545236454,751.3314412852276,311.1308326461845,237.4877406682382,-9408.974389940293,0.8506287762675415,0.8582118435376672,0.9234103418302354,3.4068318570570844,0,0,0,0,0,0,1.0,1.0,9.434408554255015,6.7765904496509535,4,Day_4,81,81,9
char,1.1254768464855314,1.0429297198879037,-344.23072928728,1012.9715901586593,751.2861231410991,311.12953456291984,237.4534530793314,-9659.620282973128,0.8523384193288525,0.8607194070026305,0.9252513962707007,4.532308703542616,0,0,0,0,0,0,1.0,1.0,8.592699749439126,4.617444042255634,4,Day_4,82,82,10
char,1.1328260001088704,1.0425952979346313,-346.7104902154876,1012.9357995674723,751.240809528785,311.12823660946356,237.44825009992525,-9603.412519807216,0.851705042862961,0.8599588902623339,0.9247864283979842,5.665134703651486,0,0,0,0,0,0,1.0,1.0,8.862673058687665,5.235447096192615,4,Day_4,83,83,11
char,1.0527574496274634,1.030454681282993,-310.3563890948597,1011.6409691310523,751.1955004478322,311.1269387858026,237.53845985656616,-9496.564114274703,0.8554448781355839,0.868337281057283,0.9284073212822973,6.7178921532789495,0,0,0,0,0,0,1.0,1.0,3.21897892905767,0.6999860043441508,4,Day_4,84,84,12
idle,0.0,0.0,0.0,1011.5696200341392,751.1501958977874,311.125641091924,237.54452101058052,0.0,0.999852809705389,,,6.7178921532789495,0,0,0,0,0,0,,,,,4,Day_4,85,85,13
idle,0.0,0.0,0.0,1011.4982780721358,751.1048958781976,311.1243435278148,237.55058155847948,0.0,0.9998528077438585,,,6.7178921532789495,0,0,0,0,0,0,,,,,4,Day_4,86,86,14
idle,0.0,0.0,0.0,1011.4269432443286,751.0596003886097,311.123046093462,237.55664150032365,0.0,0.9998528057822775,,,6.7178921532789495,0,0,0,0,0,0,,,,,4,Day_4,87,87,15
dis,1.106424996202684,1.0552086645350278,227.4718359423505,1011.3556155500042,751.8186518647784,310.9588651942021,237.56270083617363,12964.557114318639,0.7988666508496334,0.8584980250305378,0.9255876064804047,5.611467157076266,0,0,0,0,0,0,1.0,1.0,10.719631114162897,2.031006146612242,4,Day_4,88,88,16
dis,1.1248039749892438,1.0577982594829585,230.6468423504229,1011.2842949884492,752.1649868776169,310.8931237590819,237.56875956609002,13891.85931476597,0.7957978657361883,0.8555377921942021,0.924800069234228,4.486663182087022,0,0,0,0,0,0,1.0,1.0,11.908161111623494,3.0420609745695124,4,Day_4,89,89,17
dis,1.1655315286546868,1.0647659215657912,237.050970947073,1011.2129815589503,752.1988815973933,310.9196108582834,237.57481769013344,16830.618937242183,0.7867804465743233,0.8472431781970491,0.9221865408238171,3.321131653432335,0,0,0,0,0,0,1.0,1.0,14.822964827333674,5.317147365935217,4,Day_4,90,90,18
dis,1.124837529038496,1.0577381824175585,230.5827705281755,1011.1416752607944,752.3619029055412,310.87837086690735,237.58087520836443,13888.00026891201,0.7959881107327161,0.8555335955837384,0.9248100380461238,2.196294124393839,0,0,0,0,0,0,1.0,1.0,11.909968248187974,3.0389913226909435,4,Day_4,91,91,19
dis,1.0985715598258088,1.0540465064351658,225.91262006223073,1011.0703760932684,752.5509008097382,310.81895689143727,237.5869321208436,12612.70157807434,0.8004649345181757,0.8596308950282786,0.9258772987842802,1.0977225645680304,0,0,0,0,0,0,1.0,1.0,10.233393480545638,1.5926719491746866,4,Day_4,92,92,20
dis,1.0977225645680304,1.0756497918014485,226.4026337416191,1010.9990840556591,752.5054607196572,310.81768999574814,237.59298842763155,12311.906536396817,0.7985717657691626,0.8532286517992727,0.922750633481102,0.0,0,0,0,0,0,0,1.0,1.0,13.602969531638,-0.25243575621834324,4,Day_4,93,93,21
idle,0.0,0.0,0.0,1010.9277991472535,752.4600251735852,310.81642322674855,237.59904412878882,0.0,0.9998460990816346,,,0.0,0,0,0,0,0,0,,,,,4,Day_4,94,94,22
idle,0.0,0.0,0.0,1010.8565213673388,752.4145941710678,310.8151565844259,237.60509922437595,0.0,0.9998460968998192,,,0.0,0,0,0,0,0,0,,,,,4,Day_4,95,95,23
